,,t1,n2,n3,n4
20181219,2215,96.35,96,99.9,95.75
20181219,2220,94.56,94.35,98.79,98.8
20181219,2225,98.16,94.23,101.14,103.16
20181219,2230,99.97,95.69,98.04,97.92
20181219,2235,96.53,97.48,100.63,99.62
20181219,2240,100.52,94.7,99.48,100.16
20181219,2245,97.79,96.64,97.35,99.95
20181219,2250,99.25,100.17,97.29,101.87
20181219,2255,100.08,99.4,102.68,100.32
20181219,2300,99.68,98.56,99.91,97.22
20181219,2305,101.45,97.23,100.27,102.51
20181219,2310,101.22,98.47,98.39,102.03
20181219,2315,98.55,100.39,97.67,99.83
20181219,2320,96.43,98.41,98.5,103.36
20181219,2325,95.08,100.94,98.65,100.82
20181219,2330,97.82,98.85,100.14,106.51
20181219,2335,99.1,99.43,98.55,100.71
20181219,2340,96.11,100.44,97.49,107.2
20181219,2345,98.01,95.01,100.25,105.51
20181219,2350,99.4,99.12,98.71,109.63
20181219,2355,100.73,104.07,99.9,107.13
20181220,0,100.44,100.17,98.86,104.84
20181220,5,101.99,96.73,97.54,104
20181220,10,99.02,98.75,96.65,104.14
20181220,15,101.75,103.64,95.7,105.27
20181220,20,99.64,100.35,93.52,108.99
20181220,25,102.51,98.51,94.07,109.74
20181220,30,105.45,104.13,96.44,106.02
20181220,35,101.77,101.41,96.38,110.54
20181220,40,103.54,98.28,92.53,109.98
20181220,45,101.46,99.18,92.89,110.94
20181220,50,101.51,95.81,94.7,106.85
20181220,55,101.36,103.55,96.75,108.87
20181220,100,102.66,100.38,96.35,102.88
20181220,105,102.47,99.68,96.61,107.11
20181220,110,102.08,98.34,96.44,108.63
20181220,115,102.45,98.64,97.23,105.58
20181220,120,100.82,94.89,96.03,111.44
20181220,125,102.74,98.92,94.15,104.7
20181220,130,100.04,97.1,97.05,106.01
20181220,135,102.52,95.74,94.1,103
20181220,140,100.48,95.61,94.39,107.27
20181220,145,100.65,98.41,93.69,103.51
20181220,150,103.84,98.62,93,106.42
20181220,155,104.63,100.98,92.41,106.24
20181220,200,103.06,101.04,92.48,108.48
20181220,205,102.1,98,95.19,106.19
20181220,210,104.62,101.33,93.77,101.24
20181220,215,100.36,94.04,95.81,105.02
20181220,220,98.59,96.21,96.85,104.87
20181220,225,101.06,100.51,95.99,98.56
20181220,230,100.17,96.15,94.6,106
20181220,235,102.93,96.2,91.21,93.54
20181220,240,97.71,94.28,91.57,100.2
20181220,245,98.86,91.3,96.37,103.22
20181220,250,100.67,96.89,96.29,103.22
20181220,255,97.86,92.18,95.36,98.79
20181220,300,105.61,92.84,96,100.76
20181220,305,99.75,91.38,94.19,100.48
20181220,310,96.34,90.14,89.86,94.79
20181220,315,97.86,90.75,93.12,94.79
20181220,320,99.97,95.27,91.21,99.79
20181220,325,100.11,90.14,91.07,101.57
20181220,330,100.32,89.04,93.12,102.06
20181220,335,97.43,91.34,93.21,96.6
20181220,340,97.57,89.34,93.94,92.2
20181220,345,96.79,90.4,93.67,97.74
20181220,350,98.17,93.48,95.46,99.86
20181220,355,101.37,88.47,92.36,98.42
20181220,400,97.04,90.77,90.73,93.9
20181220,405,94.49,91,92.76,97.7
20181220,410,93.1,89.51,92.43,96.05
20181220,415,94.11,88.31,91.66,93.21
20181220,420,93.48,89.11,93.18,97.18
20181220,425,97.53,91.64,94.57,92.3
20181220,430,93.61,91.44,92.62,93.31
20181220,435,96.79,92.88,90.68,93.42
20181220,440,93.76,94.86,89.24,93.5
20181220,445,94.03,93.49,95.18,91.26
20181220,450,95.09,91.63,92.34,94.79
20181220,455,93.49,91.24,91.02,94.38
20181220,500,95.13,94.33,90.34,95.81
20181220,505,97.6,96.54,92.37,98.67
20181220,510,96.7,92.55,90.81,92.47
20181220,515,96.43,94.82,90.16,95.9
20181220,520,95.03,93.65,90.93,97.22
20181220,525,94.86,94.62,91.07,97.36
20181220,530,94.64,95.32,91.28,95.18
20181220,535,93.75,94.26,93.25,95
20181220,540,94.02,91.81,91.99,96.59
20181220,545,93.22,92.01,91.78,95.41
20181220,550,92.4,91.41,90.96,93.57
20181220,555,93.29,88.52,92.77,94.76
20181220,600,93.07,90.38,91.84,97.05
20181220,605,89.6,88.01,91.32,94.8
20181220,610,91.78,86.86,92.76,95.82
20181220,615,88.77,86.46,94.94,86.18
20181220,620,87.33,87.13,93.65,87.2
20181220,625,86.24,84.56,95.35,87.08
20181220,630,87.59,84.85,94.64,84.83
20181220,635,85.79,82.91,92.13,86.33
20181220,640,87.43,84.32,93.16,85.16
20181220,645,87.39,81.46,94.05,83.08
20181220,650,88.2,81.71,93.74,81.52
20181220,655,86.24,84.69,94.1,79.77
20181220,700,78.85,81.65,93.83,75.2
20181220,705,79.66,84.36,93.19,72.99
20181220,710,82.34,83.5,93.65,67.63
20181220,715,78.72,81.8,93.82,52.84
20181220,720,78.45,80.53,97.12,43.12
20181220,725,79.63,78.55,98.32,41.05
20181220,730,77.08,80.26,98.94,48.51
20181220,735,78.75,80.13,99.93,50.6
20181220,740,79.97,82.03,98.59,51.58
20181220,745,79.88,81.67,98.99,51.31
20181220,750,79.17,80.24,96.99,50.52
20181220,755,78.87,82.39,98.84,50.01
20181220,800,77.81,79.54,97.56,47.09
20181220,805,81.2,77.25,98.77,44.27
20181220,810,80.7,77.9,96.35,44.33
20181220,815,81.96,76.01,99.27,49.61
20181220,820,76.78,75.21,99.66,47.25
20181220,825,80.27,78.95,100.81,52.13
20181220,830,84.46,77.86,100.66,50.9
20181220,835,83.68,79.46,100.31,45.96
20181220,840,82.82,83.83,99.7,48.26
20181220,845,84.23,82.06,97.26,46.03
20181220,850,84.56,84.42,96.59,49.67
20181220,855,79.8,88.3,96.87,49.93
20181220,900,82.81,85.73,96.8,45.69
20181220,905,80.95,88.06,95.99,50.21
20181220,910,83.9,85.85,96.75,49.65
20181220,915,79.35,88.29,94.71,51.5
20181220,920,80.72,86.13,95.51,47.98
20181220,925,82.2,83.52,97.55,50.31
20181220,930,79.78,84.63,97.14,46.72
20181220,935,79.25,81.83,94.29,51.38
20181220,940,81,79.56,95.53,51.85
20181220,945,79.78,80.07,94.52,50.68
20181220,950,79.96,79.69,93.29,54.33
20181220,955,81.6,79.03,93.32,48.61
20181220,1000,77.16,78.3,93.94,50.78
20181220,1005,74.69,77.61,95.2,53.93
20181220,1010,75.81,75.48,93.01,47.48
20181220,1015,80.01,75.82,94.58,48.34
20181220,1020,74.54,78.6,93.91,50.53
20181220,1025,74.19,75.99,94,51.6
20181220,1030,78.49,75.28,94.69,55.78
20181220,1035,78.54,75.07,93.23,55.16
20181220,1040,77.12,70.25,93.35,52.71
20181220,1045,77.91,69.83,94.18,50.46
20181220,1050,74.51,79.97,93.37,45.65
20181220,1055,72.48,86.63,94.35,44.78
20181220,1100,68,73.99,92.55,48.98
20181220,1105,69.42,86.21,92.72,55.72
20181220,1110,58.23,84.62,94.5,55.28
20181220,1115,58.48,88.98,91.89,59.95
20181220,1120,60.28,86.83,93.71,60.63
20181220,1125,55.21,87.13,94.62,58.28
20181220,1130,66.41,84.54,93.68,52.35
20181220,1135,74.42,87.41,94.17,53.9
20181220,1140,79.9,88.13,94.9,56.27
20181220,1145,83.14,87.61,94.37,56.55
20181220,1150,80.48,87.71,94.37,61.86
20181220,1155,83.07,87.57,93.35,74.87
20181220,1200,87.95,88.68,95.33,68.67
20181220,1205,85.87,89.36,93.78,69.5
20181220,1210,86.84,90.59,95.61,62.61
20181220,1215,85.45,89.62,94.29,74.26
20181220,1220,84.81,89.85,94.89,70.7
20181220,1225,82.04,90.26,95.17,69.79
20181220,1230,84.38,88.16,94.29,63.73
20181220,1235,84.6,88.65,93.46,66.91
20181220,1240,82.24,89.65,93.76,75.86
20181220,1245,84.87,92.96,95.97,76.19
20181220,1250,84.15,90.1,97.52,77.06
20181220,1255,86.21,93.08,97.65,68.52
20181220,1300,82.51,89.24,95.03,62.01
20181220,1305,71.04,89.37,93.6,58.99
20181220,1310,71.97,89.63,96.35,59.25
20181220,1315,73.33,88.37,97.07,53.32
20181220,1320,72.18,91.28,96.71,53.22
20181220,1325,71.09,91.19,95.2,52.67
20181220,1330,67.64,90.27,94.87,55.21
20181220,1335,58,87.47,93.41,53.11
20181220,1340,51.97,90.57,94.12,45.79
20181220,1345,56.9,90.17,94.69,35.9
20181220,1350,58.37,91.17,93.58,37.85
20181220,1355,57.04,91,93.58,39.09
20181220,1400,58.97,89.38,94.31,53.18
20181220,1405,61.34,88.52,93.85,59.7
20181220,1410,64.96,89.72,92.59,59.27
20181220,1415,64.21,88.56,92.84,55.33
20181220,1420,52.83,86.92,92.77,54.38
20181220,1425,42.62,82.96,93.11,51.29
20181220,1430,45.72,81.43,91.71,53.29
20181220,1435,50.61,83.05,91.71,54
20181220,1440,51.9,84.23,92.4,56.01
20181220,1445,49.22,82.79,92.12,52.77
20181220,1450,49.46,86.6,92.69,52.72
20181220,1455,53.6,83.98,93.08,53.55
20181220,1500,60.47,85.1,92.42,55.29
20181220,1505,71,89.13,94.1,55.95
20181220,1510,76.63,91.97,92.7,49.11
20181220,1515,79.53,92.24,93.29,57.73
20181220,1520,79.56,91.22,91.98,57.68
20181220,1525,80.33,91.3,92.81,55.64
20181220,1530,77.32,88.72,92.86,53.83
20181220,1535,79.96,89.37,90.74,51.13
20181220,1540,78.81,89.05,92.86,55.02
20181220,1545,77.58,89.55,94.47,53.51
20181220,1550,77.46,88.53,92.32,59.84
20181220,1555,77.44,90.65,93.66,63.39
20181220,1600,77.01,89.29,93.63,60.42
20181220,1605,73.45,88.65,93.49,58.49
20181220,1610,73.25,88.23,91.05,53.89
20181220,1615,70.8,90.59,92.31,50.32
20181220,1620,68.28,92.03,93.07,47.73
20181220,1625,64.46,89.78,92.31,43.62
20181220,1630,60.33,88.78,91.76,48.65
20181220,1635,59.41,88.97,92.64,50.26
20181220,1640,62.81,87.11,91.77,52.05
20181220,1645,61.61,88.01,90.57,46.68
20181220,1650,66.17,90.85,90.38,44.84
20181220,1655,69.57,89.64,88.88,45.35
20181220,1700,70.72,88.79,85.62,49.14
20181220,1705,71.29,88.85,81.56,45.27
20181220,1710,71.3,89.65,75.44,49.09
20181220,1715,68.93,89.99,64.11,43.26
20181220,1720,72.59,90.42,74.47,47.63
20181220,1725,71.12,89.7,69.17,45.6
20181220,1730,70.77,87.35,61.93,40.28
20181220,1735,68.34,88.87,64.7,46.75
20181220,1740,66.5,89.98,69.62,49.77
20181220,1745,64.09,87.15,73.14,48.86
20181220,1750,66.56,87.78,71.69,46.24
20181220,1755,64.35,86.27,80.41,45.43
20181220,1800,64.1,91.1,83.63,44.42
20181220,1805,59.13,89.25,79.67,49.99
20181220,1810,57.34,89.01,83.75,48.53
20181220,1815,53.93,88.42,85.92,44.71
20181220,1820,51.52,89.59,92.34,45.69
20181220,1825,58.76,86.63,94.38,35.16
20181220,1830,63,87.8,94.61,39.36
20181220,1835,67.73,88.6,94.16,48.7
20181220,1840,69.5,89.36,94.26,51.51
20181220,1845,71.78,89.06,94.92,67.42
20181220,1850,74.25,90.36,96.97,85.23
20181220,1855,82.89,90.46,95.76,82.71
20181220,1900,86.49,88.94,96.2,53.09
20181220,1905,88.74,89.95,95.33,60.1
20181220,1910,86.6,88.41,95.35,46.42
20181220,1915,88.24,91.5,95.32,83.18
20181220,1920,88.23,91.75,96.23,82.44
20181220,1925,88.69,91.6,96.36,80.51
20181220,1930,84.57,93.34,96.62,84.39
20181220,1935,88.97,91.83,96.49,93.05
20181220,1940,91.13,92.81,97.19,84.14
20181220,1945,89.01,91.24,96.44,85.92
20181220,1950,85.55,92.73,98.26,84.08
20181220,1955,89.34,94.78,97.54,83.79
20181220,2000,88.56,94.22,96.21,85.92
20181220,2005,87.39,93.07,98.48,82.62
20181220,2010,87.61,92.3,100.1,81.58
20181220,2015,89.17,93.5,98.53,80.29
20181220,2020,87.72,96.54,97.79,77.91
20181220,2025,83.55,92.49,99.53,79.19
20181220,2030,83.88,92.44,99.63,80.1
20181220,2035,86.16,95.03,98.54,81.63
20181220,2040,84.14,94.82,96.97,82.14
20181220,2045,85.37,91.68,95.38,82.69
20181220,2050,79.02,92.29,97.32,79.54
20181220,2055,81.2,91.16,98.83,82.73
20181220,2100,85.36,92.18,98.25,77.34
20181220,2105,83.3,92.88,98.2,67.56
20181220,2110,80.46,92.64,98.74,66.88
20181220,2115,76.86,94.35,100,56.59
20181220,2120,78.31,92.3,99.66,60.76
20181220,2125,79.68,92.43,96.77,83.48
20181220,2130,82.96,92.28,97.46,90.08
20181220,2135,91.85,94.31,99,96.42
20181220,2140,95.65,92.66,99.09,93.2
20181220,2145,94.69,95.21,99.71,93.75
20181220,2150,93.94,92.52,98.31,94.39
20181220,2155,94.2,97.4,99.12,96.51
20181220,2200,97.49,95.59,99.29,72.31
20181220,2205,95.02,94.97,99.32,73.74
20181220,2210,96.93,95.23,98.63,92.52
20181220,2215,95.76,93.61,99.9,94.76
20181220,2220,94.38,95.77,100,94.95
20181220,2225,96.19,97.22,99.11,98.5
20181220,2230,95.13,95.92,98.74,97.03
20181220,2235,96.12,96.52,100.06,97.16
20181220,2240,96.23,96.43,99.12,97.61
20181220,2245,96.63,98.58,98.65,100.03
20181220,2250,98.97,98.66,99.68,99.82
20181220,2255,96.27,101.21,102.68,102.07
20181220,2300,96.23,97.75,101.82,100.27
20181220,2305,95.51,99.1,102.13,99.6
20181220,2310,95.86,98.91,99.39,100.71
20181220,2315,95.49,95.75,101.06,103.83
20181220,2320,93.49,99.07,101.98,103.97
20181220,2325,95.38,97.95,103.1,102.23
20181220,2330,95.76,99.11,100.9,102.88
20181220,2335,96.85,97.99,99.35,107.76
20181220,2340,96.74,98.38,100.78,108.17
20181220,2345,97.81,99.32,101.33,106.93
20181220,2350,99.26,99,97.2,105.92
20181220,2355,98.27,100.39,99.31,105.43
20181221,0,99.37,99.55,98.16,105.89
20181221,5,99.36,97.82,98.29,101.67
20181221,10,96.34,99.36,98.01,104.52
20181221,15,100.88,99.14,96.78,106.38
20181221,20,97.63,97.83,97.15,106.37
20181221,25,99.75,101.18,98.73,106.5
20181221,30,97.11,100.67,98.49,103.71
20181221,35,99.68,100.44,99.95,110.95
20181221,40,103.28,101.61,95.55,107.28
20181221,45,98.84,100.07,94.12,110.6
20181221,50,98.61,101.4,95.58,104.3
20181221,55,99.91,103.11,96.57,107.9
20181221,100,99.75,98.43,96.23,105
20181221,105,99.55,98.6,95.64,106
20181221,110,99.92,99.56,95.07,106.04
20181221,115,97.85,99.88,94.63,102.81
20181221,120,99.72,100.53,96.9,102.44
20181221,125,99.8,98.02,95.71,107.12
20181221,130,100.53,99.96,94.62,107
20181221,135,96.48,97.84,95.25,106.07
20181221,140,99.84,98.16,93.72,106.63
20181221,145,104.79,95.99,97.41,106.96
20181221,150,103.21,93.21,92.75,103.29
20181221,155,99.11,97.64,96.15,99.66
20181221,200,100.93,96.32,96.41,106.17
20181221,205,99.88,97.73,96.42,102.97
20181221,210,100.59,96.96,95.31,104.08
20181221,215,99.58,96.18,94.71,100.89
20181221,220,97.82,94.72,93.52,107.99
20181221,225,99.36,94.8,92.69,102.69
20181221,230,98.6,95.88,97.22,101.89
20181221,235,98.95,94.65,93.53,104.41
20181221,240,97.88,96.46,94.47,104.62
20181221,245,100.63,96.75,94.45,104.65
20181221,250,96.68,88.45,95.53,101.05
20181221,255,97.5,90.95,95.87,101.77
20181221,300,97.85,94.77,94.2,97.93
20181221,305,95.55,93.07,93.37,104.03
20181221,310,94.93,89.84,94.19,99.23
20181221,315,97.17,91.18,93.48,97.96
20181221,320,96.07,91.21,94.29,102.94
20181221,325,96.43,91.43,90.89,100.87
20181221,330,94.76,91.44,96.49,97.27
20181221,335,97.67,89.61,94.67,102.41
20181221,340,98.04,91.66,93.66,101.22
20181221,345,96.16,91.93,90.92,97.11
20181221,350,97.74,88.06,91.4,102.97
20181221,355,94.54,92.43,93.82,96.39
20181221,400,92.35,92.97,91.65,96.59
20181221,405,92.38,89.23,92.54,95.16
20181221,410,92.81,89.27,94.82,96.54
20181221,415,95.27,92.56,93.41,99.92
20181221,420,94.75,95.09,91.11,99.41
20181221,425,94.7,90.4,98.56,95.76
20181221,430,94.52,94.29,93.62,93.46
20181221,435,93.71,92.57,91.45,93.32
20181221,440,93.19,91.56,91.95,91.81
20181221,445,93.74,91.84,90.7,93.48
20181221,450,92.08,92.43,92.13,93.27
20181221,455,96.37,92.56,91.13,96.25
20181221,500,92.4,92.23,90.72,93.84
20181221,505,93.56,92.63,91.84,100.98
20181221,510,94.77,93.51,92.96,94.21
20181221,515,92.78,93.83,92.81,97.73
20181221,520,95.4,93.32,92.52,95.23
20181221,525,96.26,93.25,91.36,95.01
20181221,530,94.48,94.71,93.92,94.6
20181221,535,95.25,91.84,94.67,91.81
20181221,540,92.22,91.63,92.39,96.47
20181221,545,93.1,89.65,93.4,93.54
20181221,550,91.36,89.76,92.35,96.01
20181221,555,92.99,89.99,94.95,91.28
20181221,600,86.42,91.53,92.41,96.14
20181221,605,49.48,90.4,93.88,97.96
20181221,610,44.29,90.46,93.41,95.23
20181221,615,46.53,86.58,95.32,93.25
20181221,620,73.65,86.33,95.94,88.08
20181221,625,85.33,84.59,92.84,87.16
20181221,630,87.94,84.26,93.58,88.97
20181221,635,87.53,85.84,95.4,88.43
20181221,640,86.76,85.46,92.84,83.87
20181221,645,85.68,81.75,94.66,84.56
20181221,650,87.18,82.13,93.8,87.16
20181221,655,88.21,83.23,95.55,86.61
20181221,700,80.9,85.62,94.35,82.46
20181221,705,80.62,80.83,93.42,74.3
20181221,710,80.05,80.56,94.09,67.65
20181221,715,80.6,82.24,94.5,49.68
20181221,720,79.61,83.7,95.06,46.99
20181221,725,77.25,82.15,96.42,53.85
20181221,730,79.05,80.04,98.44,44.99
20181221,735,80.84,81.21,99.27,50.36
20181221,740,81.84,81.65,97.29,50.04
20181221,745,80.47,82.94,99.43,49.95
20181221,750,78.07,80.98,100.03,49.26
20181221,755,82.68,82.51,100.44,44.61
20181221,800,81.97,82.48,98.36,44.48
20181221,805,81.62,84.45,99.83,52.43
20181221,810,82.02,84.19,97.42,51.64
20181221,815,80.77,82.77,99.99,51.61
20181221,820,76.15,85.19,99.74,50.77
20181221,825,75.39,87.12,100.11,49.84
20181221,830,80.48,87.22,99.38,50.66
20181221,835,83.63,89.31,101.25,55.7
20181221,840,82.82,89.69,100.02,52.86
20181221,845,82.73,88.43,99.58,50.98
20181221,850,82.38,85.27,98.5,48.91
20181221,855,82.59,88.85,98.09,56.42
20181221,900,83.43,88.02,96.44,50.63
20181221,905,82.44,87.1,97.6,53.56
20181221,910,82.28,88.16,96.17,48.21
20181221,915,83.75,88.02,95.4,53.85
20181221,920,82.98,86.1,92.66,51.4
20181221,925,82.7,86.5,94.08,47.3
20181221,930,83.04,85.1,94.91,45.4
20181221,935,81.82,87.22,94.49,43.06
20181221,940,82.8,88.24,95.64,49.75
20181221,945,81.78,84.56,95.18,45.84
20181221,950,82.47,87.14,95.25,69.6
20181221,955,85.07,87.7,93.75,75.7
20181221,1000,88.83,84.87,94.14,55.42
20181221,1005,85.43,84.47,93.36,45.03
20181221,1010,85.69,81.39,93.84,43.33
20181221,1015,84.78,82.18,94.9,48.27
20181221,1020,84.37,81.04,93.19,45.86
20181221,1025,84.12,80.34,93.44,44.74
20181221,1030,82.51,81.85,92.78,48.8
20181221,1035,80.73,79.88,93.81,48.21
20181221,1040,81.42,78.62,92.79,47.18
20181221,1045,81.78,78.3,93.07,47.2
20181221,1050,83.04,83.64,95.48,47.82
20181221,1055,83.71,84.81,95.42,47.9
20181221,1100,83.5,88.15,93.73,50.56
20181221,1105,82.48,87.85,95.57,55.45
20181221,1110,82.74,88.11,92.38,52.16
20181221,1115,78.07,85.92,93.61,51.71
20181221,1120,79.52,87.29,95.41,48.18
20181221,1125,79.26,88.5,93.25,51.49
20181221,1130,79.53,88.72,92.99,56.73
20181221,1135,78.74,87.03,94.64,55.73
20181221,1140,80.79,85.41,95.05,55.35
20181221,1145,79.03,88,94.52,54.3
20181221,1150,79.78,86.34,93.93,56.33
20181221,1155,82.35,86.81,92.69,54.48
20181221,1200,78.8,87.67,93.04,56.65
20181221,1205,83.04,87.01,93.56,53.57
20181221,1210,83.29,86.43,93.78,52.74
20181221,1215,79.14,84.91,92.64,54.95
20181221,1220,82.8,87.07,95.16,71.07
20181221,1225,84.07,88.23,94.98,57.88
20181221,1230,83.1,90,94.76,55.27
20181221,1235,87.1,91.38,95.23,57.01
20181221,1240,84.59,91.19,94.62,53.25
20181221,1245,83.52,90.5,95.77,53.07
20181221,1250,81.5,89.08,97.22,57.91
20181221,1255,82.51,90.14,95.08,58.91
20181221,1300,83.04,88.34,94.75,61.74
20181221,1305,80.3,89.91,94.77,66.6
20181221,1310,81.48,91,96.49,61.5
20181221,1315,81.34,90.33,96.44,54.9
20181221,1320,80.21,90.26,94.65,55.89
20181221,1325,80.47,91.58,95.71,53.97
20181221,1330,80.18,89.29,96.11,54.92
20181221,1335,79.81,88.9,95.52,57.24
20181221,1340,82.41,90.69,96.64,55.65
20181221,1345,81.55,90.11,95.34,54.64
20181221,1350,82.37,86.63,94.55,58.03
20181221,1355,79.41,85.03,94.2,59.39
20181221,1400,80.19,83.65,94.83,56
20181221,1405,78.91,80.95,95.04,56.09
20181221,1410,80.08,82.69,95.28,53.77
20181221,1415,77.19,81.4,94.44,53.77
20181221,1420,76.46,83.65,93.78,50.77
20181221,1425,77.63,87.34,93.53,55.84
20181221,1430,77.64,91.15,95.3,50.67
20181221,1435,79.18,91,92.57,50.01
20181221,1440,77.68,88.57,94.22,49.77
20181221,1445,76.26,91.78,93.7,50.13
20181221,1450,74.82,90.1,92.92,50.35
20181221,1455,77.59,89.28,91.92,52.8
20181221,1500,68.69,91.53,92.62,51.68
20181221,1505,54.72,88.6,91.1,52.32
20181221,1510,56.1,89.65,91.14,43.91
20181221,1515,58.91,88.83,90.19,27.66
20181221,1520,63.51,88.56,91.88,20.63
20181221,1525,57.46,89.65,92.46,26.33
20181221,1530,59.87,87.56,89.85,29.76
20181221,1535,64.77,86.65,90.01,31.34
20181221,1540,62.36,85.63,89.68,34.27
20181221,1545,67.1,88.21,90.66,43.46
20181221,1550,68,85.26,88.57,47.8
20181221,1555,68.88,86.11,88.75,48.4
20181221,1600,72.52,88.69,86.2,36.99
20181221,1605,73.77,88.39,89.69,30.36
20181221,1610,66.44,83.91,87.2,37.46
20181221,1615,59.83,83.11,84.54,48.66
20181221,1620,58,82.75,83.72,41.38
20181221,1625,53.98,86.6,83.34,33.16
20181221,1630,60.15,91.74,83.08,24.58
20181221,1635,62,92.47,80.29,25.4
20181221,1640,61.06,91.71,80.3,25.18
20181221,1645,69.24,91.04,83.95,27.79
20181221,1650,63.61,89.34,80.03,29.41
20181221,1655,63.86,88.46,80.95,38.71
20181221,1700,58.86,91.53,82.84,48.22
20181221,1705,55.02,91.56,83.73,39.33
20181221,1710,64.42,88.72,85.75,29.76
20181221,1715,61.51,90.29,85.44,28.98
20181221,1720,61.32,88.74,89.38,34.78
20181221,1725,63.09,90.27,91.37,39.06
20181221,1730,59.29,91.02,86.99,34.89
20181221,1735,67.42,92.02,76.6,33.29
20181221,1740,63.71,87.32,56.72,34.33
20181221,1745,65.04,84.14,48.06,41.02
20181221,1750,61.25,87.87,38.29,42.46
20181221,1755,55.98,86.43,44.04,50.44
20181221,1800,56.17,87.3,60.37,40.71
20181221,1805,57.55,88.24,62.13,40.99
20181221,1810,53.84,87.05,65.54,44
20181221,1815,57.12,85.93,74.75,39.49
20181221,1820,53.93,86,79.91,43.99
20181221,1825,50.88,87.4,78.38,45.39
20181221,1830,50.45,87.04,77.54,51.67
20181221,1835,52.38,89.69,85.25,48.01
20181221,1840,50.93,88.61,89.77,44.39
20181221,1845,58.64,89.16,90.47,38.82
20181221,1850,57.96,90.63,93.08,45.96
20181221,1855,58.89,88.47,90.6,51.51
20181221,1900,61.4,88.68,81.01,50
20181221,1905,65.86,91.23,80.82,56.17
20181221,1910,65.84,90.88,93.01,54.94
20181221,1915,62.32,92.05,95.82,70.54
20181221,1920,66.79,91.16,95.25,74.05
20181221,1925,68.7,89.4,97.5,72.4
20181221,1930,72.79,89.24,96.62,74.47
20181221,1935,72.83,89.77,96.89,77.3
20181221,1940,74.19,89.8,97.09,75.12
20181221,1945,74.97,89.27,96.96,72.01
20181221,1950,73.27,88.51,98.73,72.53
20181221,1955,76.56,90.52,98.07,71.88
20181221,2000,79.09,89.83,97.39,71.11
20181221,2005,80.73,90.7,96.9,69.46
20181221,2010,81.26,92.28,97.78,62.67
20181221,2015,77.86,91.73,98.5,60.76
20181221,2020,79.18,94.65,97.9,59.44
20181221,2025,81.12,91.22,98.06,55.78
20181221,2030,77.7,92.98,96.82,61.49
20181221,2035,77.99,96.88,96.14,65.91
20181221,2040,78.57,94.79,96.37,65.74
20181221,2045,79.98,94.26,98.24,63.05
20181221,2050,82.75,93.11,96.2,57.25
20181221,2055,81.27,91.95,98.42,65.32
20181221,2100,85.96,93.15,97.85,74.46
20181221,2105,91.36,93.67,98.31,72.19
20181221,2110,91.3,92.89,98.85,65.18
20181221,2115,87.23,93.68,97.85,60.81
20181221,2120,82.03,94.19,97.77,51.88
20181221,2125,79.29,94.83,98.26,55.09
20181221,2130,79.57,94.45,96.57,57.29
20181221,2135,77.29,96.34,98.09,53.8
20181221,2140,76.09,96.64,98.63,56.56
20181221,2145,73.92,94.98,100.48,61.21
20181221,2150,74.21,97.07,101.05,63.55
20181221,2155,76.26,97.54,99.81,59.82
20181221,2200,82.19,94.62,99.82,59.53
20181221,2205,86.54,95.5,99.5,63.48
20181221,2210,88.15,96.98,100.42,69.21
20181221,2215,89.64,97.47,97.58,91.68
20181221,2220,91.13,95.8,97.53,93.28
20181221,2225,92.17,98.15,99.11,95.45
20181221,2230,93.19,96.43,99.07,92.68
20181221,2235,92.06,98.19,98.24,94.17
20181221,2240,92.39,98.42,102.07,93.73
20181221,2245,92.28,97.09,101.58,92.13
20181221,2250,96.75,93.56,99.24,97.64
20181221,2255,96.57,97.09,100.46,98.07
20181221,2300,96.28,99.51,99.92,96.1
20181221,2305,96.89,98.63,101.71,94.95
20181221,2310,96.19,98.08,100.59,95.82
20181221,2315,97.93,97.57,101.03,99.93
20181221,2320,96.92,99.52,98.79,95.46
20181221,2325,99.01,100.42,99.18,99.52
20181221,2330,100.75,100.24,96.02,99.74
20181221,2335,98.44,100.21,98.58,100.14
20181221,2340,100.09,97.7,99.49,102.83
20181221,2345,100.42,99,98.42,100.07
20181221,2350,100.86,100.47,101.58,102.82
20181221,2355,101.47,101.51,99.25,105.6
20181222,0,101.75,102.61,98.47,103.75
20181222,5,103.57,101.71,97.6,100.87
20181222,10,104.16,103.41,97.36,101.2
20181222,15,101.65,102.37,98.76,107.71
20181222,20,105.35,100.88,101.91,105.45
20181222,25,106.76,103.62,98.58,108.32
20181222,30,103.92,105.36,97.58,111.77
20181222,35,105.63,103.01,98.43,110.09
20181222,40,107.43,100.49,101.19,110.32
20181222,45,106.29,101.15,97.44,108.19
20181222,50,106.57,98.82,95.57,111.03
20181222,55,107.34,101.62,97.63,108.44
20181222,100,104.59,103.56,98.14,109.25
20181222,105,107.63,101.06,98.74,106.59
20181222,110,104.8,102.83,98.65,112.26
20181222,115,111.13,104.58,99.07,108.21
20181222,120,107.42,101.13,97.06,110.05
20181222,125,107.95,101.34,98.37,110.12
20181222,130,109.1,103.45,96.73,110.16
20181222,135,104.33,102.23,97.56,105.87
20181222,140,107.07,102.46,95.76,113.33
20181222,145,105.3,103.87,96.53,108.07
20181222,150,109.07,104.14,101.08,109.97
20181222,155,107.37,108.42,99.53,109.77
20181222,200,107.17,103.74,99.4,106.06
