,,t1,n2,n3,n4
20181119,2140,93.76,94.63,100.46,95.03
20181119,2145,93.86,97.82,100.05,93.52
20181119,2150,97.15,96.82,100.83,99.15
20181119,2155,96.67,94.24,97.64,97.28
20181119,2200,97.27,96.57,98.1,92.66
20181119,2205,97.58,94.98,99.87,100.64
20181119,2210,102.52,96.21,101.85,97.88
20181119,2215,101.52,97.28,99.11,100.02
20181119,2220,101.41,96.71,99.46,100.47
20181119,2225,101.03,97.29,99.9,101.54
20181119,2230,99.76,97.78,100.1,95.58
20181119,2235,97.35,97.44,102.68,102.36
20181119,2240,101.29,98.03,102.35,101.69
20181119,2245,100.54,99.37,98.24,103.8
20181119,2250,102.49,98.28,98.88,101.71
20181119,2255,99.18,98.22,97.32,105.81
20181119,2300,101.07,96.92,98.59,100.74
20181119,2305,100.05,97.42,99.98,102.17
20181119,2310,100.56,100.17,99.01,103.42
20181119,2315,103.79,101.11,96.67,104.23
20181119,2320,100.82,99.04,97.74,102.64
20181119,2325,102.98,102.12,98,105.71
20181119,2330,102.13,99.4,101.16,107.26
20181119,2335,104.83,99.48,98.95,106.08
20181119,2340,104.88,94.88,99.91,106.18
20181119,2345,103.48,101.96,99.36,106.74
20181119,2350,105.13,98.36,99.99,104.1
20181119,2355,104.28,98.58,97.99,109.92
20181120,0,103.65,96.73,97.24,105.16
20181120,5,103.79,99.8,97.68,103.94
20181120,10,104.65,97.95,96.64,101.95
20181120,15,105.03,98.04,92.6,105.45
20181120,20,104.57,100.44,96.12,110.39
20181120,25,104.23,98.59,94.74,105.61
20181120,30,105.79,99.63,94.13,110.8
20181120,35,105.35,98.65,94.24,108.98
20181120,40,104.08,101.84,93.62,105.73
20181120,45,106.54,94.77,95.2,105.44
20181120,50,105.51,102.2,94.28,107.28
20181120,55,105.19,96.65,95,105.86
20181120,100,105.14,98.62,96.62,108.26
20181120,105,104.58,100.77,92.23,106.31
20181120,110,99.99,97.16,93.7,104.24
20181120,115,104.3,96.84,95.53,107.13
20181120,120,104.94,95.06,93.25,106.69
20181120,125,102.2,95.63,93.01,105.73
20181120,130,105.63,93.32,94.94,105.82
20181120,135,103.46,94.04,91.5,102.49
20181120,140,104.35,87.78,91.6,104.49
20181120,145,99.76,93.79,95.9,103.52
20181120,150,104.68,92.27,96.74,107.86
20181120,155,104.34,93.44,92.39,97.93
20181120,200,96.95,93.68,94.78,101.41
20181120,205,99.45,94.99,91.8,104.51
20181120,210,103.72,94.45,91.81,103.79
20181120,215,103.19,93.7,92.95,104.25
20181120,220,103.11,94.43,96.65,102.52
20181120,225,103.22,96.51,91.6,103.68
20181120,230,101.22,93.58,96.46,105.75
20181120,235,99.36,96.59,94.58,103.27
20181120,240,100.91,89.12,95.43,100.82
20181120,245,96.51,96.55,90.47,96.89
20181120,250,99.03,92.75,95.67,102.17
20181120,255,98.31,92.8,93.1,98.79
20181120,300,95.98,91.99,87.8,96.89
20181120,305,98.67,90.95,90.15,101.85
20181120,310,97.25,91.23,93.37,99.03
20181120,315,94.2,91.15,96.67,101.02
20181120,320,98.36,89.57,91.2,99
20181120,325,96.27,87.91,93.17,98.69
20181120,330,100.61,91.45,96.06,96.39
20181120,335,95.67,88.81,93.14,90.09
20181120,340,95.71,89.53,90.36,92.52
20181120,345,96.38,96.4,92.63,96.3
20181120,350,96.73,95.13,90.19,92.59
20181120,355,100.39,91.24,91,101.99
20181120,400,99.35,90.7,94.36,98.27
20181120,405,96.99,91.37,93.16,97.12
20181120,410,93.46,92.73,91.03,91.27
20181120,415,90.89,93.09,88.12,91.48
20181120,420,97.53,91.36,91.24,94.4
20181120,425,97.92,91.09,87.83,98.8
20181120,430,98.39,92.16,88.43,94.29
20181120,435,93.48,93.36,91.97,94.81
20181120,440,93.38,90.59,90.12,93.28
20181120,445,91.51,93.29,90.68,94.88
20181120,450,98.21,93.95,88.37,97.72
20181120,455,94.27,92.76,88.32,96.71
20181120,500,95.94,93.84,91.5,97.94
20181120,505,97.68,95.3,88.85,96.45
20181120,510,95.45,93.8,90.81,96.27
20181120,515,95.38,93.15,88.83,95.26
20181120,520,95.84,93.45,91.12,96.64
20181120,525,96.65,93.21,92.47,97.01
20181120,530,95.45,91.94,93.49,93.56
20181120,535,96.22,89.71,92.02,96.34
20181120,540,96.69,90.02,95.41,95.28
20181120,545,94.83,88.06,93.7,95.74
20181120,550,93.85,84.65,94.19,95.37
20181120,555,94.53,89.41,93.02,97.27
20181120,600,93.23,87.2,94.52,96.62
20181120,605,88,87.02,92.14,92.44
20181120,610,88.95,84,93.6,95.54
20181120,615,86.13,83.38,94.6,88.73
20181120,620,87.43,78.35,93.32,84.35
20181120,625,84.37,76.99,95.54,87.81
20181120,630,87.86,82.18,95.54,86.23
20181120,635,88.17,80.35,95.11,82.48
20181120,640,84.17,80.3,94.1,84.32
20181120,645,86.37,80.31,94.63,82.52
20181120,650,87.14,81.71,95.33,86.31
20181120,655,85.99,83.66,97.57,81.26
20181120,700,82.54,80.47,94.57,72.69
20181120,705,82.72,79.45,95.97,65.39
20181120,710,83.9,77.86,97.71,58.16
20181120,715,85.78,76.65,98.01,43.89
20181120,720,86.73,71.21,98.62,46.89
20181120,725,83.45,72.11,98.01,47.71
20181120,730,82.98,74.54,96.86,52.22
20181120,735,81.83,68.82,97.99,45.31
20181120,740,82.39,61.71,98.3,54.45
20181120,745,81.14,60.45,98.39,52.53
20181120,750,81.27,55.79,99.72,50.18
20181120,755,82.75,53.92,99.79,49.08
20181120,800,83.26,56.02,99.31,47.93
20181120,805,82.52,55.16,99.34,56.46
20181120,810,83.88,53.3,98.74,60.43
20181120,815,81.99,58.73,98.53,75.49
20181120,820,83.88,72.51,99.81,63.68
20181120,825,84.14,73.43,98.51,55.99
20181120,830,84.81,81.6,98.78,51.6
20181120,835,80.36,80.41,100.1,52.58
20181120,840,82.92,83.7,97.91,51.56
20181120,845,82.25,86.92,99.6,52.58
20181120,850,82.79,87.62,98.52,54.82
20181120,855,83.72,89.88,98.81,53.56
20181120,900,83.53,87.7,96.56,60.96
20181120,905,82.22,86.02,97,52.92
20181120,910,79.44,86.2,96.84,49.47
20181120,915,82.26,85.72,95.76,49.77
20181120,920,82.08,84.97,96.85,48.61
20181120,925,82.93,86.28,94,46.64
20181120,930,81.35,86.57,93.97,44.8
20181120,935,84.25,84.43,95.41,43.04
20181120,940,82.9,83.51,94.38,44.09
20181120,945,80.14,88.08,92.16,46.41
20181120,950,79.2,87.97,94.56,41.7
20181120,955,81.32,87.32,92.93,44.63
20181120,1000,84.11,85.74,94.39,51.65
20181120,1005,83.66,85.52,94.29,53.34
20181120,1010,83.54,84.93,91.51,51.81
20181120,1015,83.78,84.49,91.92,45
20181120,1020,80.74,83.49,93.64,44.85
20181120,1025,79.98,87.25,93.58,45.3
20181120,1030,81.55,85.39,93.15,52.01
20181120,1035,83.49,83.08,93.01,46.85
20181120,1040,84.39,87.57,92.67,53.52
20181120,1045,84.1,88.87,93.75,57.72
20181120,1050,83.11,88.39,92.72,62.24
20181120,1055,86.22,85.86,95.71,46.4
20181120,1100,96,87.2,94.68,32.54
20181120,1105,95.7,87.3,93.62,37.22
20181120,1110,87.2,87.75,93.35,37.7
20181120,1115,88.65,88.76,91.37,38.04
20181120,1120,88.85,87.62,92.39,39.98
20181120,1125,90.07,90.04,94.81,35.76
20181120,1130,88.45,89.01,92.79,44.38
20181120,1135,86.17,88.68,93.94,45.56
20181120,1140,86.1,87.66,92.59,40.96
20181120,1145,85.96,86.39,92.38,47.04
20181120,1150,85.45,87.36,94.65,59.17
20181120,1155,84.22,87.12,94.1,57.94
20181120,1200,83.59,86.25,93.85,57.58
20181120,1205,81.1,88.99,92.96,64.99
20181120,1210,82.9,88.93,92.98,67.72
20181120,1215,82.11,88.18,92.13,65.55
20181120,1220,83.65,89.06,93.96,55.88
20181120,1225,80.47,89.51,95.78,47.27
20181120,1230,85.47,89.29,93.36,44.41
20181120,1235,82.55,88.84,93.83,47.89
20181120,1240,83.7,90.9,94.86,48.71
20181120,1245,82.88,91.31,94.31,47.8
20181120,1250,81.36,91.33,95.07,52.18
20181120,1255,82.95,88.67,93.66,58.02
20181120,1300,78.04,90.15,92.91,55.49
20181120,1305,76.89,87.33,93.3,59.18
20181120,1310,80.1,88.74,88.53,61.72
20181120,1315,77.43,90.22,95.49,61.97
20181120,1320,78.68,89.27,94.89,60.23
20181120,1325,82.55,88.6,93.14,60.77
20181120,1330,83.04,90.28,93.72,59.44
20181120,1335,80.8,92.44,94.79,63.61
20181120,1340,77.09,91.22,94.42,72.97
20181120,1345,77.01,90.55,93.08,76.86
20181120,1350,74.42,89.11,93.19,76.55
20181120,1355,72.13,91.39,92.41,78.02
20181120,1400,75.97,90.98,92.81,68.55
20181120,1405,78.37,91.2,94.52,66.57
20181120,1410,80.42,90.74,91.68,66.83
20181120,1415,80.84,92.24,92.87,71.72
20181120,1420,80.98,92.45,92.43,73.99
20181120,1425,83.56,89.33,89.08,78.63
20181120,1430,85.43,88.46,91.76,76.42
20181120,1435,83,90.41,92.36,79.19
20181120,1440,81.45,90.66,91.43,75.85
20181120,1445,82.89,89.4,87.84,68.49
20181120,1450,79.7,92.16,89.39,67.21
20181120,1455,81.27,93.74,91.85,61.95
20181120,1500,79.77,91.91,90.96,65.38
20181120,1505,76.91,93.35,90.7,62.55
20181120,1510,74.4,93.56,89.38,62.49
20181120,1515,75.74,91.41,91.16,54.54
20181120,1520,78.09,92.42,89.72,51.41
20181120,1525,79.96,89.39,89.44,53.18
20181120,1530,78.47,90.21,89.25,60.69
20181120,1535,79.97,89.05,88.14,59.53
20181120,1540,80.92,91.28,89.17,57.28
20181120,1545,78.86,91.42,88.77,53.74
20181120,1550,72.23,90.08,87.84,55.66
20181120,1555,74.62,90.5,88.32,51.29
20181120,1600,76.23,92.38,89.45,48.09
20181120,1605,74.13,91.64,88.34,49.42
20181120,1610,72.21,92.48,86.52,48.86
20181120,1615,70.95,90.51,84.88,48.23
20181120,1620,71.1,93.68,83.31,52.38
20181120,1625,73.39,89.27,82.38,56.52
20181120,1630,72.11,90.3,82.31,53.88
20181120,1635,70.73,89.02,81.28,55.69
20181120,1640,70.32,90.15,83.5,52.85
20181120,1645,73.47,91.05,82.52,54.28
20181120,1650,74.48,91.05,80.75,54.45
20181120,1655,73.76,89.72,82.94,55.84
20181120,1700,71.99,92.59,82.88,53.53
20181120,1705,63.9,91.16,86.18,50.61
20181120,1710,62.86,90.72,85.25,51.26
20181120,1715,67.8,91.64,81.58,50.79
20181120,1720,62.43,90.7,83.77,46.27
20181120,1725,63.39,88.7,83.58,47.62
20181120,1730,61.05,90.44,81.43,47.66
20181120,1735,61.32,90.45,79.02,38
20181120,1740,60.1,87.66,80.16,36.34
20181120,1745,57.48,91.74,76.64,35.12
20181120,1750,57.6,92.72,82.43,29.36
20181120,1755,56.01,92.95,84.63,31.16
20181120,1800,58.64,93.57,84.04,38.86
20181120,1805,57.12,95.59,84.74,33.3
20181120,1810,60.86,95.29,86.08,39.59
20181120,1815,62.15,95.32,91.09,30.53
20181120,1820,57.97,93.93,90.71,38.32
20181120,1825,62.76,94.97,90.42,36.55
20181120,1830,69.04,92.26,91.2,37.72
20181120,1835,65.98,90.9,92.94,41.38
20181120,1840,62.85,89.19,92.6,56.22
20181120,1845,60.27,89.9,91.5,74.67
20181120,1850,63.26,88.72,91.97,75.43
20181120,1855,54.95,90.9,92.86,78.31
20181120,1900,46.04,91.15,91.48,50.99
20181120,1905,40.25,91.8,91.33,54.91
20181120,1910,40.99,90.76,93.28,55.64
20181120,1915,41.73,91.13,89.6,76
20181120,1920,44.36,91.74,89.89,76.77
20181120,1925,62.66,93.01,91.95,77.18
20181120,1930,68.77,92.45,92.1,73.99
20181120,1935,74.21,91.74,93.52,83.56
20181120,1940,82.69,91.63,94.04,79.61
20181120,1945,86.73,93.01,95.76,73
20181120,1950,80.62,91.74,95.76,77.37
20181120,1955,81.33,90.55,96.3,71.26
20181120,2000,80.78,93.76,93.39,70.42
20181120,2005,75.64,95.96,95.63,73.58
20181120,2010,77.25,94.2,97.6,75.83
20181120,2015,78.94,92.9,98.9,72.14
20181120,2020,81.46,95.95,97.6,68.46
20181120,2025,83.23,94.43,96.85,83.51
20181120,2030,80.88,96.01,97.1,87.13
20181120,2035,87.17,92.59,97.14,71.67
20181120,2040,86.91,93.78,97.35,62.11
20181120,2045,83.22,96.19,98.06,79.99
20181120,2050,85.47,94.48,96.57,85.54
20181120,2055,89.28,94.03,99.4,86.03
20181120,2100,93.74,96.7,98.81,84.13
20181120,2105,92.05,96.4,98.6,71.68
20181120,2110,91.69,95.29,98.12,90.36
20181120,2115,91.66,91.9,98.83,92.58
20181120,2120,96.17,90.9,99.31,89.85
20181120,2125,92.21,93.01,99.67,95.78
20181120,2130,96.77,93.79,100.6,91.64
20181120,2135,96.76,94.34,100.27,93.83
20181120,2140,94.82,94.67,98.2,94.89
20181120,2145,95.56,94.81,100.43,96.03
20181120,2150,95.56,97.03,99.24,95.45
20181120,2155,98.84,93.76,100.93,95.95
20181120,2200,98.5,96.16,99.49,96.3
20181120,2205,97.26,96.03,99.18,94.05
20181120,2210,99.71,97.17,99.32,97.17
20181120,2215,98.12,96.67,100.09,97.4
20181120,2220,98.92,96.92,98.31,98.36
20181120,2225,98.61,97.03,100.03,98.01
20181120,2230,100.31,96.86,100.58,100.45
20181120,2235,100.72,96.48,102.63,97.68
20181120,2240,98.85,100.7,100.59,101.83
20181120,2245,100.55,98.3,98.16,101
20181120,2250,100.99,97.36,98.81,101.73
20181120,2255,101.63,97.65,99.32,104.69
20181120,2300,103.64,100.61,100.76,99.56
20181120,2305,102.01,99.51,101.64,99.38
20181120,2310,101.61,99.59,102.32,98.87
20181120,2315,103.46,98.3,100.73,103.58
20181120,2320,104.57,102.17,100.47,105.29
20181120,2325,103.14,103.23,96.74,98.54
20181120,2330,103.59,99.49,101.01,106.06
20181120,2335,105.39,101.67,99.45,101.89
20181120,2340,105.51,98.68,98.79,103.87
20181120,2345,105.7,97.18,95.58,106.54
20181120,2350,105.52,101.05,99.73,102.44
20181120,2355,103.83,100.75,98.9,104.3
20181121,0,106.27,99.76,96.24,104.78
20181121,5,104.27,102.02,98.8,102.92
20181121,10,105.54,100.4,97.94,106.25
20181121,15,108.06,97.86,96.52,106.56
20181121,20,106.34,101.07,99.69,110.25
20181121,25,109.62,99.34,94.76,106.67
20181121,30,102.23,102.38,95.37,108.09
20181121,35,104.28,98.32,99.41,105.41
20181121,40,103.01,103.1,94.41,104.31
20181121,45,104.91,100.48,90.73,109.32
20181121,50,103.87,95.09,93.79,107.59
20181121,55,101.44,94.42,93,106.91
20181121,100,101.78,98.76,96.14,107.47
20181121,105,101.51,93.96,96.78,104.12
20181121,110,102.24,95.99,96.54,102.87
20181121,115,100.7,96.54,89.71,106.51
20181121,120,95.91,93.88,93.58,107.02
20181121,125,95.59,91.2,94.2,103.95
20181121,130,97.66,94.7,92.09,108.21
20181121,135,94.25,98.14,92.77,103
20181121,140,94.73,92.13,89.71,100.39
20181121,145,91,91.12,94.62,103.45
20181121,150,89.17,90.16,94.66,104.28
20181121,155,85.43,89.69,89.09,95.96
20181121,200,83.37,92.21,90.01,95.02
20181121,205,80.8,93.57,91.96,97.59
20181121,210,81.97,90.08,92.09,92.66
20181121,215,79.43,90.63,89.22,88.62
20181121,220,82.69,89.48,91.39,86.28
20181121,225,79,91.4,89.07,90.24
20181121,230,77.58,87.76,89.47,91.88
20181121,235,82.05,89.05,89.04,93.06
20181121,240,80.5,91.99,88.56,88.66
20181121,245,83.33,93.39,92.47,93.97
20181121,250,74.68,85.87,89.57,84.48
20181121,255,72,90.43,88.63,96.68
20181121,300,70.42,86.02,90.18,84.8
20181121,305,75.11,85.71,88.79,79.67
20181121,310,69.38,88.52,90.59,91.48
20181121,315,70.9,87.44,91.42,78.33
20181121,320,70.68,85.6,86.05,83.72
20181121,325,68.1,85.12,85.73,78.26
20181121,330,70.06,85.45,88.77,70.42
20181121,335,67.18,84.75,88,76.11
20181121,340,70.74,86.84,90.17,71.16
20181121,345,74.46,82.5,88.72,70.18
20181121,350,65.74,86.96,83.33,72.91
20181121,355,71.47,89.71,86.5,70.42
20181121,400,69.76,88.53,87.33,70.56
20181121,405,69.34,84.85,88.89,76.49
20181121,410,71.47,87.24,87.29,70.9
20181121,415,61.45,87.94,87.66,74.55
20181121,420,69.82,84.8,85.44,73.18
20181121,425,68.42,86.87,89.52,75.19
20181121,430,66.25,84.51,89.26,76.33
20181121,435,70.05,86.14,85.89,77.51
20181121,440,68.9,86.95,82.98,73.86
20181121,445,70.44,89.49,86.28,74.78
20181121,450,70.99,88.37,86.18,81.81
20181121,455,71.52,88.06,87.64,79.98
20181121,500,72.62,90.38,85.94,84.08
20181121,505,74.03,92.35,88.49,80.25
20181121,510,74.57,88.84,87.63,78.26
20181121,515,74.4,87.28,83.86,83.26
20181121,520,75.54,84.55,87.91,87.98
20181121,525,78.07,84.8,86.55,83.19
20181121,530,79.11,83.83,86.45,80.6
20181121,535,75.42,82.09,88.15,79.12
20181121,540,76.03,83.41,86.91,84.94
20181121,545,79.31,82.98,86,81.65
20181121,550,80.78,82.42,87.9,85.27
20181121,555,79.51,82.6,88.78,84.58
20181121,600,79.67,82.51,89.06,85.16
20181121,605,77.17,76.23,89.48,83.33
20181121,610,79.86,71.9,90.39,86.9
20181121,615,77.53,71.85,89.96,83.78
20181121,620,78.33,66.15,90.78,86.64
20181121,625,77.78,66.96,89.8,79.5
20181121,630,79.35,55.52,91.31,80.92
20181121,635,78.92,46.15,92.01,80.4
20181121,640,79.36,42.08,91.55,81.36
20181121,645,80.1,41.89,92.77,77.82
20181121,650,80.28,39.61,91.53,78.28
20181121,655,76.47,41.39,92.21,79.66
20181121,700,73.1,58.65,91.81,66.55
20181121,705,76.92,50.69,93.64,59.71
20181121,710,77.49,37.17,93.03,55.86
20181121,715,78.15,36.09,93.34,40.13
20181121,720,78.16,40.56,95.56,43.72
20181121,725,78.41,47.15,95.06,45.68
20181121,730,78.64,46.25,96.17,47.73
20181121,735,78,46.11,94.84,40.6
20181121,740,78.57,40.19,91.71,39.25
20181121,745,77.47,32.72,94.21,41.85
20181121,750,75.63,30.15,92.9,41.91
20181121,755,76.42,28.26,94.67,46.49
20181121,800,74.95,30.06,95.95,40.61
20181121,805,76.83,27.68,96.49,43.96
20181121,810,83.4,29.8,97.41,45.32
20181121,815,81.14,28.14,96.95,48.64
20181121,820,81.35,30.94,95.93,54.04
20181121,825,80.02,35.33,95.53,61.66
20181121,830,77.3,32.02,96.55,70.94
20181121,835,79.47,35.41,98.07,66.16
20181121,840,81.43,41.42,98.25,52.86
20181121,845,85.81,59.75,95.96,56.98
20181121,850,82.42,71.2,95.64,50.03
20181121,855,81.06,78.47,97.23,49.82
20181121,900,82.69,58.22,96.15,44.84
20181121,905,82.25,73.25,96.16,50.53
20181121,910,82.56,70.83,95.35,66.61
20181121,915,81.26,74.36,94.09,85.74
20181121,920,89.61,71.35,95.87,74.15
20181121,925,87.69,76.26,94.93,66.25
20181121,930,85.79,73.87,94.99,70.29
20181121,935,84.64,68.62,93.65,72.3
20181121,940,82.37,68.05,94.65,58.99
20181121,945,82.78,70.64,96.15,64.88
20181121,950,83.84,69.59,93.88,72.41
20181121,955,85.51,75.47,93.4,66.28
20181121,1000,84.46,74.89,92.79,71.47
20181121,1005,85.08,76.62,95.23,70.91
20181121,1010,86.16,75.91,92.69,66.14
20181121,1015,83.47,77.94,93.27,71.92
20181121,1020,88.24,75.56,96.44,71.37
20181121,1025,86.17,77.67,94.49,72.57
20181121,1030,88.88,77.48,93.41,67.43
20181121,1035,86.9,77.49,94.05,67.38
20181121,1040,85.88,78.94,94.57,66.27
20181121,1045,84.98,77.88,95.46,61.29
20181121,1050,85.6,73.61,95.14,72.54
20181121,1055,89.41,76.76,94.29,69.58
20181121,1100,87.54,76.52,95.64,67.87
20181121,1105,83.53,80.52,94.93,71.25
20181121,1110,85.55,78.95,95.93,74.93
20181121,1115,85.57,83.63,97.11,79.96
20181121,1120,90.24,86.54,95.57,79.53
20181121,1125,90.54,86.53,96.46,81.85
20181121,1130,90.16,87.44,96.22,77.47
20181121,1135,90.59,88.82,95.24,77.82
20181121,1140,90.2,88.96,94.58,79.2
20181121,1145,85.77,90.22,96.65,71.23
20181121,1150,86.86,91.87,96.56,79.49
20181121,1155,86.15,89.21,96.62,74.51
20181121,1200,87.15,89.88,96.81,78.48
20181121,1205,85.66,90.6,96.88,79.48
20181121,1210,85.75,91.21,95.64,79.04
20181121,1215,85.29,91.29,96.18,75.11
20181121,1220,84.39,89.13,95.25,72.36
20181121,1225,80.84,89.52,95.67,74.54
20181121,1230,81.71,89.09,95.59,78.62
20181121,1235,83,87.85,96.89,75.61
20181121,1240,80.87,92.42,95.95,60.94
20181121,1245,77.83,89.87,94.42,62.24
20181121,1250,78.13,88.59,93.42,63.18
20181121,1255,81.29,89.27,94.81,56.62
20181121,1300,81.07,89.83,94.33,60.82
20181121,1305,83.19,91.45,94.26,62.65
20181121,1310,77.94,87.4,95.08,61.93
20181121,1315,77.3,89.19,96.99,61.02
20181121,1320,80.67,89.62,94.78,60.4
20181121,1325,76.32,88.73,95.15,59.63
20181121,1330,76.87,91.36,97.6,53.89
20181121,1335,77.63,86.61,94.72,54.62
20181121,1340,79.55,84.29,94.78,59.9
20181121,1345,78.45,90.11,93.91,69.45
20181121,1350,76.81,90.85,92.84,69.83
20181121,1355,79.63,88.29,93.92,73.63
20181121,1400,78.04,85.21,94.87,70.38
20181121,1405,80.72,87.9,95.24,69.33
20181121,1410,79.45,91.09,94.53,69.8
20181121,1415,81.34,90.69,92.71,68.45
20181121,1420,80.78,90.82,91.91,66.99
20181121,1425,77.09,89.04,94.17,76.72
20181121,1430,76.69,88.93,93.46,72.39
20181121,1435,80.04,90.99,93.34,75.18
20181121,1440,75.46,91.46,94.4,76.64
20181121,1445,75.89,90.71,92.58,62.93
20181121,1450,78.68,88.49,90.23,56.43
20181121,1455,77.17,88,91.54,62.25
20181121,1500,77.56,89.52,90.42,66.22
20181121,1505,79.99,91.35,90.69,67.32
20181121,1510,76.22,90.74,92.16,66.28
20181121,1515,63.88,89.3,90.91,58.27
20181121,1520,52.3,89.24,91.71,57.92
20181121,1525,48.85,88.54,89.25,49.95
20181121,1530,53.78,87.07,89.9,51.55
20181121,1535,63.81,84.38,89.17,52.44
20181121,1540,66.07,83.82,88.79,51.94
20181121,1545,67.85,84.43,90.35,53.44
20181121,1550,67.34,86.19,90.18,50.12
20181121,1555,67.33,85.14,88.79,52.38
20181121,1600,70.82,84.89,90.64,55.68
20181121,1605,75.31,86.06,90.05,49.19
20181121,1610,72.73,85.56,91.49,46.16
20181121,1615,76.06,86.71,88.07,50.47
20181121,1620,76.5,83.72,85.98,49.78
20181121,1625,60.82,87.76,87.08,50.35
20181121,1630,48,88.49,82.95,49.43
20181121,1635,41.06,90.91,84.13,48.99
20181121,1640,47.3,88.1,83.07,51.33
20181121,1645,44.65,92.94,81.65,51.19
20181121,1650,46.39,92.45,84.73,52.7
20181121,1655,50.71,93.53,85.77,54.97
20181121,1700,51.81,90.62,85.25,51.29
20181121,1705,56.32,93.73,83.93,51.4
20181121,1710,58.89,92.16,84.06,52.04
20181121,1715,64.08,90.84,84.13,35.94
20181121,1720,61.53,89.01,82.13,32.13
20181121,1725,55.8,82.24,83.73,35.97
20181121,1730,57.92,86.95,83.3,34.56
20181121,1735,59.4,88.26,82.95,34.92
20181121,1740,60.18,86.84,82.94,36.65
20181121,1745,62.99,83.55,85.53,36.37
20181121,1750,63.1,88.8,85.08,37.67
20181121,1755,68.86,87.88,80.02,35.36
20181121,1800,72.69,89.46,81.1,35.62
20181121,1805,75.53,89.22,81.57,34.05
20181121,1810,74.73,89.03,81.84,35.37
20181121,1815,76.5,89.99,83.88,38.56
20181121,1820,75.94,87.31,81.37,38.64
20181121,1825,72.75,89.65,85.74,35.3
20181121,1830,75.31,88.75,87.09,35.25
20181121,1835,81.19,87.1,86.02,34.38
20181121,1840,81.14,83.45,84.64,42.79
20181121,1845,77.14,83,85.27,56.31
20181121,1850,74.18,82.46,85.25,59.67
20181121,1855,74.6,85.65,84.15,67.76
20181121,1900,74,90.53,85.17,55.4
20181121,1905,73.56,92.15,85.69,54.76
20181121,1910,74.85,93.73,90.21,54.08
20181121,1915,75.93,91.57,92.58,65.74
20181121,1920,73.99,95.11,92.59,64.13
20181121,1925,68.74,93.67,92.26,59.89
20181121,1930,69.56,93.65,92.91,63.95
20181121,1935,65.93,93.65,94.82,65.76
20181121,1940,56.63,93.16,95.93,73.59
20181121,1945,57.21,94.45,97.34,83.53
20181121,1950,62.07,93.89,97.16,88.36
20181121,1955,80.31,93.53,96.89,87.9
20181121,2000,89.94,94.48,97.16,75.19
20181121,2005,90.53,97.09,97.37,77.44
20181121,2010,90.02,93.66,97.77,72.78
20181121,2015,89.33,91.18,98.39,82.94
20181121,2020,87.09,95.24,98.09,85.15
20181121,2025,87.98,94.89,99.52,90.41
20181121,2030,91.83,92.7,98.3,86.94
20181121,2035,89.94,93.23,99.06,84.58
20181121,2040,89.22,93.46,98.92,85.84
20181121,2045,88.34,95.38,97.88,88.01
20181121,2050,89.43,92.78,98,88.94
20181121,2055,89.67,92.66,98.43,87.5
20181121,2100,94.92,92.35,98.65,87.92
20181121,2105,94.19,93.79,98.48,91.92
20181121,2110,95.98,94.04,97.8,95.97
20181121,2115,96.84,92.35,97.62,96.76
20181121,2120,95.53,94.76,97.81,91.87
20181121,2125,91.62,94.01,100.98,94.78
20181121,2130,92.32,95.49,99.3,97.2
20181121,2135,92.01,93.81,99.84,98.48
20181121,2140,93.99,92.96,99.06,97.05
20181121,2145,94.31,92.95,99.75,97.55
20181121,2150,97.7,94.94,99.57,98.06
20181121,2155,96.15,96.74,99.73,95.09
20181121,2200,93.77,96.13,101.46,98.52
20181121,2205,96.38,95.96,99.38,93.6
20181121,2210,97.28,96.98,98.29,98.47
20181121,2215,96.19,95.42,100.8,99.54
20181121,2220,97.34,95.86,100.94,98.07
20181121,2225,99.65,96.59,98.89,102.97
20181121,2230,98.62,98.01,97.85,102.56
20181121,2235,99.75,98.57,99.05,102.12
20181121,2240,99.78,98.53,98.6,104.13
20181121,2245,101.34,91.78,99.16,101.56
20181121,2250,98.49,97.3,98.71,102.6
20181121,2255,100.31,96.35,99.58,105.87
20181121,2300,100.66,97.17,100.16,101.85
20181121,2305,102.62,96.93,100.13,102.83
20181121,2310,104.27,97.52,98.76,107.48
20181121,2315,102.63,97.5,100.66,102.81
20181121,2320,102.35,98.48,96.47,104.89
20181121,2325,103.57,100.14,98.37,107.4
20181121,2330,103.35,98.65,97.22,103.7
20181121,2335,101.74,96.54,99.43,106.1
20181121,2340,105.36,99.98,99.81,109.98
20181121,2345,104.35,100.81,96.42,104.2
20181121,2350,105.07,97.65,98.28,106.51
20181121,2355,106.52,101.64,98.31,106.89
20181122,0,106.73,100.87,96.7,105.02
20181122,5,105.44,99.58,97.37,108.95
20181122,10,104.02,99.85,93.22,104.42
20181122,15,102.64,101.89,96.91,106.26
20181122,20,103.86,97.66,92.14,109.5
20181122,25,103.07,96.31,95.18,109.82
20181122,30,106.58,97.35,93.01,106.58
20181122,35,103.04,101.31,94.13,111.04
20181122,40,104.45,101.77,97.72,106
20181122,45,105.18,100.71,97.61,107.81
20181122,50,108.92,97.42,93.03,108.2
20181122,55,103.7,100.27,93.22,106.07
20181122,100,105.3,97.99,96.19,109.03
20181122,105,106.34,92.71,94.47,108.41
20181122,110,103.82,97.13,96.25,107.93
20181122,115,101.53,96.59,94.43,110.55
20181122,120,104.56,102.6,92.95,105.95
