,,t1,n1,n2,n3
20190811,945,87.96,97.49,104.35,57.66
20190811,950,88.26,95.09,105.57,57.07
20190811,955,86.79,99.27,103.58,57.07
20190811,1000,86,99.39,104.91,65.84
20190811,1005,87.05,97.9,106.1,62.89
20190811,1010,86.38,96.78,105.78,61.86
20190811,1015,86.81,96.76,105.78,62.5
20190811,1020,87.37,97.34,104.18,60.11
20190811,1025,89.33,99.65,103.06,60.24
20190811,1030,87.87,96.35,101.96,55.99
20190811,1035,89.34,98.8,104.1,55.02
20190811,1040,88.43,93.53,104.57,62.56
20190811,1045,86.43,95.48,104.83,70.03
20190811,1050,87.51,94.65,104.54,79.19
20190811,1055,89.17,95.82,104.01,78.46
20190811,1100,88.27,95.79,103.62,71.16
20190811,1105,87.29,95.3,103.34,66.97
20190811,1110,90.19,96.18,102.08,59.1
20190811,1115,85.63,96.26,104.45,59.24
20190811,1120,83.12,97.33,104.18,58.92
20190811,1125,84.38,96.95,104.17,55.71
20190811,1130,83.81,95.78,103.62,56.9
20190811,1135,83.1,96.55,103.95,61.61
20190811,1140,80.99,94.52,100.86,66.7
20190811,1145,81.86,97.29,99.46,64.37
20190811,1150,82.49,99.66,101.74,56.6
20190811,1155,85.23,98.77,101.94,60.76
20190811,1200,84.36,97.4,101,60.02
20190811,1205,83.58,97.9,102.55,62.02
20190811,1210,84.91,99.66,101.45,61.86
20190811,1215,85.77,101.31,102.79,63.31
20190811,1220,83.51,99.26,98.8,69.72
20190811,1225,84.81,99.79,98.45,64.47
20190811,1230,85.31,98.47,100.94,73.05
20190811,1235,86.35,97.85,101.1,74.11
20190811,1240,85.37,99.41,101.84,71.82
20190811,1245,87.58,98.19,101.38,62.9
20190811,1250,86.2,98.46,101.12,72.66
20190811,1255,86.17,98.92,101.59,71.01
20190811,1300,85.11,97.17,100.38,68.28
20190811,1305,84.65,99.17,97.61,72.7
20190811,1310,83.33,97.84,99.46,67.1
20190811,1315,83.22,97.17,98.83,64.67
20190811,1320,85.49,97.29,100.02,61.11
20190811,1325,86.17,95.98,97.13,62.89
20190811,1330,85.33,96.13,99.25,56.37
20190811,1335,84.24,96.89,101.01,60.25
20190811,1340,85.53,97.78,100.84,54.55
20190811,1345,87.44,98.58,100.85,52.48
20190811,1350,86.43,97.5,100.95,55.87
20190811,1355,84.42,97.07,100.02,58.79
20190811,1400,84.29,97.69,98.37,49.17
20190811,1405,84.07,98.46,98.24,54.97
20190811,1410,82.58,95.43,98.9,61.47
20190811,1415,81.8,96.61,97.95,60.63
20190811,1420,80.39,98.58,99.09,71.94
20190811,1425,73.58,96.4,98.79,76.96
20190811,1430,74.7,97.78,97.87,70.16
20190811,1435,77.18,97.84,97.89,69.59
20190811,1440,80.09,93.34,97.99,65.24
20190811,1445,83.99,96.1,99.45,61.79
20190811,1450,86.96,99.03,96.46,60.78
20190811,1455,85.55,99.26,98.62,56.82
20190811,1500,84.66,96.9,98.49,55.71
20190811,1505,82.66,97.52,97.74,58.7
20190811,1510,80.55,99.37,97.21,62.38
20190811,1515,81.81,98.75,97.96,59.03
20190811,1520,81.31,96.89,94.87,60.86
20190811,1525,79.06,95.65,96.98,58.34
20190811,1530,80.1,96.3,98.93,62.36
20190811,1535,80.13,96.45,97.39,61.24
20190811,1540,82.4,97.3,100.51,56.2
20190811,1545,84.02,98.05,98.73,55.01
20190811,1550,83.91,100.29,100.03,60.7
20190811,1555,84.4,98.84,101.84,67.55
20190811,1600,82.18,98.62,97.29,60.13
20190811,1605,80.25,97.4,97.55,59.83
20190811,1610,81.41,97.65,97.73,61.42
20190811,1615,80.84,98.47,96.75,61.47
20190811,1620,82.4,99,96.19,60.71
20190811,1625,84.25,97.27,93.24,76.38
20190811,1630,84.39,96.38,95.34,80.5
20190811,1635,88.42,99.22,98.87,83.56
20190811,1640,89.62,96.03,94.88,80.29
20190811,1645,85.99,97.14,97.67,78.27
20190811,1650,87.09,98.24,95.6,82.82
20190811,1655,89.91,96.5,93.83,77.63
20190811,1700,86.73,98.4,95.21,76.91
20190811,1705,85.27,100.32,95.14,67.91
20190811,1710,85.6,98.28,95.59,78.01
20190811,1715,84.49,98.96,97.3,85.64
20190811,1720,85.22,98.53,94.03,77.35
20190811,1725,84.02,97.69,95.74,83.35
20190811,1730,82.09,100.05,93.84,81.32
20190811,1735,81.83,99.69,94.53,70.38
20190811,1740,76.94,100.83,94.67,59.49
20190811,1745,73.08,98.96,93.35,76.02
20190811,1750,73.15,99.95,91.5,89.01
20190811,1755,74.56,98.49,95.2,84.64
20190811,1800,81.26,99.57,96.58,81.61
20190811,1805,85.4,99.04,96.33,80.35
20190811,1810,87.7,99.87,94.21,86.32
20190811,1815,90.04,101.06,95.05,86.56
20190811,1820,89.82,98.88,97.09,78.7
20190811,1825,89.45,97.01,94.8,85.77
20190811,1830,88.69,96.67,95.5,78.35
20190811,1835,85.51,99.32,94.82,81.85
20190811,1840,87.35,99.31,92.65,85.21
20190811,1845,86.5,95.04,91.9,83.96
20190811,1850,85.39,96.01,91.42,83.67
20190811,1855,86.36,98.71,91.05,76.8
20190811,1900,84.57,99.46,93.54,83.24
20190811,1905,82.39,99.05,91.8,84.37
20190811,1910,84.92,99.19,90.63,88.57
20190811,1915,84.65,98.25,90.24,82.33
20190811,1920,82.94,99.09,91.45,91.32
20190811,1925,81.6,98.5,89.31,87.1
20190811,1930,82.77,99.86,88.7,82.42
20190811,1935,82.05,96.26,87.62,76.46
20190811,1940,81.47,97.6,88.56,82
20190811,1945,82.37,95.83,87.57,79.66
20190811,1950,83.03,96.67,89.23,78.64
20190811,1955,82.5,94.48,88.17,80.15
20190811,2000,80.92,98.97,88.8,81.5
20190811,2005,83.7,96.94,89.49,85.94
20190811,2010,84.3,95.94,88.91,83.35
20190811,2015,85.88,94.76,89.38,80.48
20190811,2020,84.15,94.65,86.5,77.48
20190811,2025,81.18,95.3,86.74,79.76
20190811,2030,75.06,93.49,88.5,81.11
20190811,2035,61.77,90.68,89.09,79.45
20190811,2040,50.61,95.06,86.29,80.53
20190811,2045,44.42,95.63,87.54,88.64
20190811,2050,39.72,94.11,88.06,85.11
20190811,2055,44.61,95.45,90.51,84.26
20190811,2100,66.19,92.17,90.35,84.24
20190811,2105,82.28,95.85,90.9,87.06
20190811,2110,93,95.73,89.37,87.26
20190811,2115,91.24,93.83,91.93,85.39
20190811,2120,90.39,94.52,96,93.06
20190811,2125,92.42,97.54,95.24,92.09
20190811,2130,91.9,95.22,95.61,91.73
20190811,2135,90.77,92.89,93.72,88.46
20190811,2140,89.86,93.76,93.45,93.01
20190811,2145,88.01,94.64,93.69,94.41
20190811,2150,91.18,94.2,94.95,97.33
20190811,2155,93.5,94.07,93.96,92.47
20190811,2200,92.55,94.66,92.53,85.77
20190811,2205,89.2,95.45,93.72,90.35
20190811,2210,87.93,90.89,92.71,85.41
20190811,2215,84.96,91.96,91.59,87.59
20190811,2220,83.32,90.83,90.51,83.01
20190811,2225,82.41,89.67,88.38,80.73
20190811,2230,80.32,91.12,90.63,84.65
20190811,2235,82.85,86.36,90.9,87.29
20190811,2240,82.82,87.96,90.81,89.07
20190811,2245,80.84,87.31,92.7,88.23
20190811,2250,76.41,87.82,92.9,86.23
20190811,2255,75.3,87.48,95.85,86.61
20190811,2300,75.35,92.6,93.12,84.57
20190811,2305,77.26,90.78,95.14,84.84
20190811,2310,79.09,91.23,95.88,84.32
20190811,2315,82.3,91.39,96.02,90.68
20190811,2320,80.66,90.69,97.71,86.57
20190811,2325,77.35,91.56,95.18,81.59
20190811,2330,75.73,87.64,93.48,83.33
20190811,2335,77.6,86.67,93.96,83.32
20190811,2340,75.94,88.42,94.31,80.94
20190811,2345,78.69,87.38,96.36,82.96
20190811,2350,79.85,87.11,96.71,83.76
20190811,2355,80.57,87.1,97.27,87.19
20190812,0,77.57,90.9,98.66,93.31
20190812,5,80.48,90.63,97.85,90.39
20190812,10,79.82,88.51,94.92,81.57
20190812,15,80.62,87.97,94.89,79.63
20190812,20,81.43,89.23,90.46,79.85
20190812,25,80.96,88.15,93.43,87.36
20190812,30,80.09,86.38,92.22,85.85
20190812,35,81.57,86.4,94.43,88.15
20190812,40,79.48,89.09,93.78,92.01
20190812,45,74.98,93.7,94.84,88.84
20190812,50,78.79,90.89,96.6,83.5
20190812,55,80.77,89.12,98.53,91.83
20190812,100,81.84,87.55,95.14,83.64
20190812,105,78.27,93.26,97.02,87.99
20190812,110,77.87,91.41,96.1,87.93
20190812,115,80.75,90.62,97.01,82.61
20190812,120,79.07,95.12,96.58,83.47
20190812,125,77.27,93.23,94.41,87.6
20190812,130,79.43,91.89,98.56,84.22
20190812,135,75.87,93.1,97.51,89.76
20190812,140,86.01,90.11,94.67,84.06
20190812,145,85.04,91.81,100.22,92.9
20190812,150,86.1,99.36,95.36,91.84
20190812,155,89.52,101.96,98.32,85.86
20190812,200,90.33,92.21,95.44,87.42
20190812,205,87.92,96.47,97.12,88.71
20190812,210,93.71,95.99,98.02,91.8
20190812,215,90.62,95.28,95.08,86.64
20190812,220,89.37,98.93,95.06,85.52
20190812,225,91.95,92.05,98.73,91.87
20190812,230,95.59,94.18,95.85,94.16
20190812,235,89.05,94.32,97.17,101.72
20190812,240,94.69,92.64,100.43,93.06
20190812,245,90.93,94.66,100.35,92.36
20190812,250,94.21,98.34,98.09,91.27
20190812,255,93.84,99.51,97.76,88.85
20190812,300,91.8,91.14,95.95,92.96
20190812,305,91.35,93.15,94.22,90.19
20190812,310,91.3,94.36,97.4,87.96
20190812,315,91.92,96.06,97.36,92.94
20190812,320,93.43,95.37,95.42,98.38
20190812,325,95.71,95.68,97.01,93.67
20190812,330,97.05,98.6,91.96,96.98
20190812,335,94.64,93.37,95.88,94.19
20190812,340,96.85,100.24,93.27,90.21
20190812,345,94.96,96.75,93.81,95.79
20190812,350,99.08,94.81,94.58,93.51
20190812,355,97.28,96.16,94.91,91.52
20190812,400,98.58,97.89,95.98,92.84
20190812,405,96.77,98.74,99.11,90.76
20190812,410,99.1,98.41,94.51,96.86
20190812,415,96.96,97.86,95.92,89.27
20190812,420,97.91,98.6,96.15,97.87
20190812,425,95.08,98.96,95.97,92.75
20190812,430,95.7,96.11,96.69,93.68
20190812,435,92.58,101.14,93.62,95.38
20190812,440,92.46,99.43,97.84,93.31
20190812,445,95.49,100.83,95.06,100.47
20190812,450,96.82,97.71,95.59,98.53
20190812,455,95.92,98.52,97.99,101.32
20190812,500,99.18,99.4,96.52,100.81
20190812,505,99,97.48,95.93,99.63
20190812,510,98.93,93.78,98.21,102.01
20190812,515,92.76,89,95.67,92.22
20190812,520,89.43,86.88,93.46,87.46
20190812,525,81.28,84,90.63,81.24
20190812,530,76.56,83.23,92.39,76.27
20190812,535,74.18,78.94,92.81,77.86
20190812,540,74.77,78.81,91.52,75.2
20190812,545,74.91,76.57,89.57,73.85
20190812,550,75,77.17,91.74,77.22
20190812,555,75.64,78.29,92.49,78.41
20190812,600,77.38,75.32,93.15,81.66
20190812,605,75.94,74.27,92.86,70.43
20190812,610,73.3,77.2,93.8,69.07
20190812,615,72.05,78.29,92.43,63.43
20190812,620,69.28,76.64,94.24,56.31
20190812,625,67.52,77.58,95.22,55.62
20190812,630,67.48,74.66,93.57,53.15
20190812,635,68.6,74.73,95.71,47.88
20190812,640,66.83,74.02,95.97,48.44
20190812,645,68.43,70.51,92.39,47.43
20190812,650,70.12,69.68,92.35,45.59
20190812,655,67.41,68.41,93.38,45.29
20190812,700,65.99,65.75,93.18,51.65
20190812,705,58.7,65.87,91.6,52.95
20190812,710,62.67,58.96,92.34,52.16
20190812,715,57.48,53.38,90.51,50.2
20190812,720,58,46.05,87.27,44.92
20190812,725,50.91,49.72,85.98,46.25
20190812,730,52.16,46.55,83.28,40.04
20190812,735,51.59,45.28,86.88,47.57
20190812,740,48.54,49.36,88.39,44.31
20190812,745,44.01,50.61,90.37,45.18
20190812,750,46.45,53.14,92.97,44.63
20190812,755,40.9,58.5,91.99,45.06
20190812,800,48.13,49.47,89.96,47.56
20190812,805,47.39,51.07,88.4,48.45
20190812,810,43.24,52.54,88.43,47.45
20190812,815,37.26,55.65,88.71,51.9
20190812,820,43.69,68.13,89.92,47.94
20190812,825,43.01,67.1,91.28,40.8
20190812,830,45.16,66.18,91.41,33.48
20190812,835,44.46,69.23,87.02,30.78
20190812,840,48.27,68.02,91.47,42.6
20190812,845,47.35,70.1,93.78,46.57
20190812,850,49.6,77.06,95.84,44.69
20190812,855,41.07,76.37,94.52,49.08
20190812,900,39.41,70.4,93.72,49.17
20190812,905,34.02,73.42,93.21,48.58
20190812,910,29,81.6,93.84,47.21
20190812,915,26.81,77.45,92.6,50.84
20190812,920,23.63,81.44,93.65,47.78
20190812,925,23.77,78.1,95.27,44.44
20190812,930,26.38,80,95.98,49.66
20190812,935,26.46,81.59,97.22,46.77
20190812,940,28.59,77.27,94.07,45.11
20190812,945,32.08,74.2,93.84,42.27
20190812,950,34.71,75.81,95.87,42.43
20190812,955,40.23,79.13,93.98,43.41
20190812,1000,49.7,75.62,94.59,46.42
20190812,1005,48.24,69.99,93.01,48.3
20190812,1010,53.42,70.66,92.6,48.13
20190812,1015,48.71,71.88,92.01,53.11
20190812,1020,52.79,76.87,90.24,49.65
20190812,1025,61.81,72.55,84.73,46.35
20190812,1030,69.59,66.09,88.62,45.79
20190812,1035,69.13,68.21,89.47,49.58
20190812,1040,71.52,69.2,90.59,48.57
20190812,1045,76.05,71.56,90,48.7
20190812,1050,75.61,70.54,89.79,52.86
20190812,1055,76.82,70.96,89.31,51.08
20190812,1100,72.36,69.91,88.73,51.71
20190812,1105,78.34,70,86.88,54.2
20190812,1110,81.14,73.68,88.02,58
20190812,1115,81.25,70.79,89.46,76.58
20190812,1120,83.84,74.93,90.79,74.48
20190812,1125,82.55,77.06,90.61,76.8
20190812,1130,84.85,77,93.09,73.75
20190812,1135,84.92,75.92,95.21,83.14
20190812,1140,87.21,74.17,95.55,80.39
20190812,1145,86.88,74,94.6,77.23
20190812,1150,86.1,73.73,94.67,74.86
20190812,1155,82.99,73.65,95.18,73.69
20190812,1200,83.05,69.32,94.85,73.46
20190812,1205,81.93,70.3,93.23,74.09
20190812,1210,81.53,70.6,93,73.87
20190812,1215,79.83,71.19,93.34,73
20190812,1220,77.95,70.56,94.5,68.64
20190812,1225,78.99,71.5,95.36,75.91
20190812,1230,82.27,71.05,96.8,83.45
20190812,1235,86.65,72.57,95.61,75.01
20190812,1240,83.55,74.57,96.64,72.58
20190812,1245,79.87,75.84,96.88,68.08
20190812,1250,80.28,75.02,94.02,75.02
20190812,1255,83.77,78.52,97.54,74.62
20190812,1300,81.57,74.28,98.02,71.38
20190812,1305,79.41,79.45,98.05,74.88
20190812,1310,71.06,79.45,98.52,78.75
20190812,1315,80,84.27,99.5,75.11
20190812,1320,83.84,87.39,98.87,64.42
20190812,1325,82.05,87.03,98.67,63.96
20190812,1330,81.38,86.25,99.78,79.34
20190812,1335,80.45,84.46,97.69,81.57
20190812,1340,87.43,90.03,95.8,81.52
20190812,1345,86.8,88.91,96.31,77.63
20190812,1350,86.47,87.32,95.41,83.08
20190812,1355,86.69,88.67,97,69.74
20190812,1400,74.49,82.35,95.87,68.54
20190812,1405,74.51,85.31,95.27,59.19
20190812,1410,79.56,89.37,95.52,59.94
20190812,1415,75.59,83.46,96.18,58.95
20190812,1420,72.71,85.4,96.56,61.28
20190812,1425,70.64,87.05,97.68,61.44
20190812,1430,69.59,87.4,97.49,62.08
20190812,1435,67.47,88.5,95.89,59.49
20190812,1440,69.81,87.17,91.32,65.38
20190812,1445,65.42,84.27,90.43,63.26
20190812,1450,70.46,80.04,88,63.98
20190812,1455,71.56,82.21,81.48,60.96
20190812,1500,71.86,82.2,90.9,57.8
20190812,1505,70.93,79.82,91.71,59.14
20190812,1510,68.88,74.11,93.11,59.19
20190812,1515,67.01,78.94,89.82,53.26
20190812,1520,67.67,71.36,81.39,54.83
20190812,1525,59.8,63.52,74.54,59.5
20190812,1530,53.52,59.41,58.24,60.65
20190812,1535,51.24,59.15,47.97,49.52
20190812,1540,56.84,61.64,61.82,33.12
20190812,1545,55.16,63.48,73.19,30.06
20190812,1550,54.9,68.14,80.2,33.63
20190812,1555,54.99,73.44,87.36,40.97
20190812,1600,54.29,70.84,87.94,47.81
20190812,1605,54.47,76.99,85.26,53.35
20190812,1610,57.16,78.84,75.14,61.16
20190812,1615,53.29,83.03,78.86,61.57
20190812,1620,53.17,88.33,88.76,57.27
20190812,1625,52.75,88.77,93.39,60.78
20190812,1630,54.3,91.01,93.49,60.09
20190812,1635,50.06,91.18,91.55,62.82
20190812,1640,53.23,92.58,90.27,64.76
20190812,1645,55.55,89.65,92.63,58.7
20190812,1650,60.61,89.24,94.77,61.92
20190812,1655,58.06,91.88,95.23,63.63
20190812,1700,56.34,87.27,94.63,62.11
20190812,1705,64.5,90.19,95.34,59.95
20190812,1710,71.63,91.99,94.49,63.8
20190812,1715,64.91,89.77,92.95,63.54
20190812,1720,53.66,90.26,94.17,66.84
20190812,1725,45.48,89,94.91,78.81
20190812,1730,51.84,93.04,91.99,83.47
20190812,1735,64.41,92.49,93.78,85.44
20190812,1740,78.7,92.67,94.18,86.17
20190812,1745,85.89,91.99,92.15,93.19
20190812,1750,91.24,96.18,92.91,92.51
20190812,1755,87.72,94.79,93.76,80.74
20190812,1800,81.56,93.38,95.78,71.08
20190812,1805,81.62,96.08,95.3,72.64
20190812,1810,83.07,95.48,95.55,79.45
20190812,1815,84.57,97.62,94.9,76.35
20190812,1820,82.46,94.6,95.54,79.46
20190812,1825,83.88,97.33,93.3,79.96
20190812,1830,85.11,96.48,96.77,83.32
20190812,1835,87.55,89.19,96.28,86.15
20190812,1840,88.32,87.52,96.81,83.79
20190812,1845,81.56,96.94,95.75,78.71
20190812,1850,77.77,95.25,95.05,83.68
20190812,1855,79.61,96.3,98.73,89.04
20190812,1900,84.04,96.67,98.75,86.15
20190812,1905,86.3,96.95,97.82,82.98
20190812,1910,85.52,95.02,98.27,85.78
20190812,1915,89.02,95.39,96.85,93.06
20190812,1920,89.23,97.48,98.31,94.67
20190812,1925,87.79,93.87,98.76,87.84
20190812,1930,84.56,94.82,94.76,87.85
20190812,1935,81.67,93.7,93.48,83.74
20190812,1940,79.76,91.97,94.01,86.47
20190812,1945,78.17,89.61,96.88,85.43
20190812,1950,79.95,90.72,96.92,84.38
20190812,1955,80.59,89.5,97.7,86.47
20190812,2000,77.52,95.35,96.61,89.64
20190812,2005,82.31,93.46,97.65,88.37
20190812,2010,85.65,95.56,96.21,88.24
20190812,2015,87.21,92.84,96.74,86.99
20190812,2020,83.93,93.77,98.01,84.68
20190812,2025,85.64,91.48,95.01,82.19
20190812,2030,82.85,92.64,96.1,81.92
20190812,2035,79.89,91.8,97.03,81.21
20190812,2040,83.61,92.48,97.72,86.07
20190812,2045,85.19,92.2,95.44,84.74
20190812,2050,83.27,92.97,97.3,80.27
20190812,2055,82.74,91.17,95.23,87.9
20190812,2100,88.25,91.77,94.62,86.54
20190812,2105,84.81,93.27,91.25,88.86
20190812,2110,79.42,90.68,94.6,89.36
20190812,2115,83.98,87.15,92.16,88.67
20190812,2120,84.66,91.33,88.36,92.41
20190812,2125,86.03,92.12,81.95,94.53
20190812,2130,87.02,91.84,78.43,93.64
20190812,2135,87.83,91.83,91.55,92.92
20190812,2140,89.36,91.91,97.07,97.14
20190812,2145,87.97,89.01,95.45,96.99
20190812,2150,90.48,91.75,96.25,96.65
20190812,2155,92.01,92.6,95.1,97.42
20190812,2200,87.37,92.04,94.64,92.42
20190812,2205,91.35,91.69,98.27,94.46
20190812,2210,93.67,94.04,96.03,98.83
20190812,2215,94.46,93.12,97.54,99.59
20190812,2220,93.71,96.32,100.14,99.15
20190812,2225,95.27,95.22,98.35,99.86
20190812,2230,98.93,94.05,99.6,100.12
20190812,2235,68.08,96.49,100.46,105.56
20190812,2240,62.71,95.46,97.71,102.53
20190812,2245,54.9,95.71,98.18,98.86
20190812,2250,61.75,96.26,99.36,98.61
20190812,2255,79.33,96.19,100.23,104.3
20190812,2300,96.42,95.19,100.09,98.51
20190812,2305,97.44,97.09,101.09,99.72
20190812,2310,100.29,97.09,101.31,99.99
20190812,2315,99.61,97.4,101.83,101.58
20190812,2320,99.85,100.69,97.97,102.13
20190812,2325,98.16,97.32,97.57,106.5
20190812,2330,101.35,98.22,98.93,108.02
20190812,2335,103.34,98.75,99.36,104.39
20190812,2340,99.71,96.67,98.59,102.25
20190812,2345,103.04,100.28,98.16,107.38
20190812,2350,102.22,98.22,96.68,105.85
20190812,2355,101.99,97.21,97.78,107.3
20190813,0,101.56,97.99,100.56,105.88
20190813,5,104.67,95.67,95.89,104.49
20190813,10,103.28,98.07,97.4,104.59
20190813,15,104.57,98.21,96.41,105.17
20190813,20,103.17,94.6,96.02,109.01
20190813,25,104.18,97.54,95.27,107.64
20190813,30,100.56,100.42,93.01,109.02
20190813,35,105,98.3,96.24,105.99
20190813,40,101.95,94.17,93.54,103.5
20190813,45,100.74,98.64,94.9,103.88
20190813,50,101.01,98.19,98.55,109.01
20190813,55,106.94,99.89,94.32,109.92
20190813,100,103.2,95.22,94.15,105.7
20190813,105,103.94,97.86,94.08,106.16
20190813,110,104.1,102.69,93.33,103.43
20190813,115,102.6,97.2,96.04,103.33
20190813,120,102.94,98.74,89.83,108.72
20190813,125,102.99,93.83,93.05,103.15
20190813,130,100.88,96.84,93.99,104.42
20190813,135,101.7,98.06,98.62,108.31
20190813,140,104.41,97.2,93.56,105.74
20190813,145,98.8,96.24,91.24,103.77
20190813,150,101.61,93.06,93.7,102.51
20190813,155,97.86,90.64,92.69,102.65
20190813,200,98.22,92.27,91.43,101.24
20190813,205,97.13,92.39,91.96,106.78
20190813,210,102.35,95.44,92.86,105.43
20190813,215,100.13,92.36,91.7,99.72
20190813,220,100.7,90.25,90.67,102.99
20190813,225,96.62,91.51,89.38,99.12
20190813,230,99.71,95.13,91.05,99.52
20190813,235,95.29,93.36,92.41,100.11
20190813,240,97.76,94.58,88.45,103.72
20190813,245,95.35,93.08,90.87,98.6
20190813,250,94.23,90.88,91.92,96.56
20190813,255,96.58,92.48,95.31,100.05
20190813,300,95.94,92.82,93.7,97.82
20190813,305,96.82,93.18,89.37,102.9
20190813,310,98.37,92.58,92.91,98.16
20190813,315,100.29,92.19,94.82,96.93
20190813,320,92.5,94.65,89.61,98.76
20190813,325,95.68,93.35,93.64,101.46
20190813,330,97.76,98.94,94.84,99.06
20190813,335,94.23,90.33,94.61,100.71
20190813,340,94.7,96.88,90.49,95.17
20190813,345,92.25,94.31,96.19,96.8
20190813,350,97.08,93.52,91.85,95.31
20190813,355,95.79,93.15,92.39,95.67
20190813,400,95.32,94.61,93.05,97.43
20190813,405,95.26,94.38,91.46,97.62
20190813,410,96.25,92.43,91.12,96.03
20190813,415,93.19,94.59,91.89,94.37
20190813,420,93.11,92.82,90.87,97.01
20190813,425,95.03,91.77,91.43,93.37
20190813,430,93.11,97.52,94.19,94.1
20190813,435,93.67,98.67,92.59,95.28
20190813,440,95.01,99.32,93,96.25
20190813,445,95.12,97.02,89.48,95.44
20190813,450,96.28,99.03,90.61,92.9
20190813,455,94.75,95.76,89.58,96.23
20190813,500,94.06,95.98,92.24,96.33
20190813,505,95.19,97.72,89.98,96.01
20190813,510,93.44,94.96,93.9,99.01
20190813,515,94.73,95.01,93.35,95.82
20190813,520,96,94.06,93.53,96.47
20190813,525,94.84,93.33,93.87,100.65
20190813,530,96.92,92.79,95.99,93.81
20190813,535,95.23,90.69,95.94,100.8
20190813,540,95.72,95.66,95.12,96.53
20190813,545,95.21,93.36,97.79,95.97
20190813,550,94.8,91.45,96.1,95.79
20190813,555,96.39,95.05,98.03,94.31
20190813,600,95.02,93.59,97.28,95.77
20190813,605,93.39,92.38,97.16,96.67
20190813,610,92.1,91.33,98.05,94.23
20190813,615,90.32,89.95,96.68,90.13
20190813,620,93.58,91.44,96.87,90.58
20190813,625,92.45,89.78,97.52,89.24
20190813,630,92.44,88.94,97.43,89.47
20190813,635,92.3,85.47,99.5,89.96
20190813,640,92.67,85.45,99.23,86.5
20190813,645,92.03,87.11,98.17,88.96
20190813,650,92.22,87.56,100.19,89.49
20190813,655,95.08,87.77,99.73,82.1
20190813,700,86.8,86.94,99.37,68.8
20190813,705,84.12,87.45,100.31,72.45
20190813,710,83.56,84.98,97.76,70.97
20190813,715,83.31,84.09,100.66,59.19
20190813,720,85.33,83.15,97.83,48.11
20190813,725,85.58,83.76,100.8,49.83
20190813,730,83.74,83.96,102.21,52.16
20190813,735,83.11,80.72,99.33,57.76
20190813,740,79.99,80.97,100.65,57.19
20190813,745,79.04,81.93,99.85,60.06
20190813,750,78.43,81.82,100.6,66.03
20190813,755,81.54,83.67,101.86,64.4
20190813,800,81.79,81.94,100.71,57.58
20190813,805,78.88,81.81,101.98,51.18
20190813,810,81.11,85.77,100.29,53.48
20190813,815,80.54,83.8,99.65,57.96
20190813,820,79.02,84.51,97.1,53.4
20190813,825,76.56,85.82,99.72,54.6
20190813,830,81.05,85.61,99.45,53.63
20190813,835,81.98,86.01,100.06,54.28
20190813,840,83.2,87,98.46,50.14
20190813,845,84.04,87.78,97.1,50.17
20190813,850,79.68,84.62,98.18,52.62
20190813,855,78.23,85.51,98.49,58.94
20190813,900,80.8,82.23,99.24,53.99
20190813,905,83.09,85.66,97.82,51.13
20190813,910,76.96,87.1,97.35,51.34
20190813,915,73.45,85.34,97.99,55.87
20190813,920,75.55,81.17,98.5,53.59
20190813,925,69.51,82.09,97.5,57.15
20190813,930,58.88,81.18,97.63,49.59
20190813,935,58.79,81.63,97.42,39.41
20190813,940,54.46,80.81,95.46,31.15
20190813,945,52.8,89.7,95.42,27.98
20190813,950,52.28,81.14,97,31.08
20190813,955,55.7,66.29,96.06,28.04
20190813,1000,64.1,73.68,95.94,36.4
20190813,1005,57.71,80.03,96.89,40.04
20190813,1010,57.08,81.61,95.26,44.16
20190813,1015,58.74,79.51,96.03,41.36
20190813,1020,56.27,72.66,96.63,41.65
20190813,1025,62.72,72.97,96.14,41.4
20190813,1030,63,74.36,95.62,44.57
20190813,1035,67.16,72.7,93.48,45.8
20190813,1040,67.58,76.32,94.17,43.7
20190813,1045,72.55,73.92,94.55,46.1
20190813,1050,72.62,76.62,95.54,50.66
20190813,1055,74.4,80.98,96.11,50.06
20190813,1100,72.24,82.99,96.34,50.5
20190813,1105,66.27,83.88,97.19,51.62
20190813,1110,62.6,83.52,96.77,54.14
20190813,1115,63.55,84.17,95.81,83.13
20190813,1120,65.32,84.25,97.66,82.99
20190813,1125,72.47,85.12,95.75,82.95
20190813,1130,81.18,83.09,97.56,82.32
20190813,1135,88.23,84.43,96.33,81.25
20190813,1140,87.36,83.42,94.61,75.13
20190813,1145,86.43,79.96,97.26,75.42
20190813,1150,84.45,78.02,97.14,75.77
20190813,1155,81.66,77.52,97.77,71.18
20190813,1200,61.19,74.53,95.81,75.2
20190813,1205,68.19,71.56,96.5,78.76
20190813,1210,68.21,72.74,97.33,80.01
20190813,1215,68.55,76.06,96.7,77.32
20190813,1220,63.98,77.37,96.64,79.11
20190813,1225,63.97,78.29,96.76,69.39
20190813,1230,81.47,78.91,98.17,71.83
20190813,1235,85.92,79.93,96.04,76.52
20190813,1240,73.93,81.54,97.66,69.68
20190813,1245,59.38,87.76,98.09,71.56
20190813,1250,55.46,86.72,97.12,79.26
20190813,1255,65,89.26,97.43,75.61
20190813,1300,66.73,87.88,97.19,76.85
20190813,1305,67.39,87.63,99.62,75.93
20190813,1310,60.09,88.02,98.13,70.47
20190813,1315,61.94,90.57,96.26,82.86
20190813,1320,61.73,92.71,97.37,72.8
20190813,1325,60.02,88.52,99.11,67.63
