,,t1,n1,n2,n3
20190727,635,99.73,87.69,99.33,97.64
20190727,640,99.49,89.38,99.21,98.87
20190727,645,96.24,92.7,102.26,92.6
20190727,650,96.28,93.34,100.05,96
20190727,655,98.85,94.05,97.54,96.56
20190727,700,92.6,93.75,98.52,92.83
20190727,705,97.46,93.94,99.74,91.02
20190727,710,94.95,95.36,96.34,89.6
20190727,715,94.28,93.18,96.29,90.14
20190727,720,93.98,93.74,97.81,88.37
20190727,725,93.76,94.18,99.52,85.31
20190727,730,92.09,90.77,96.27,91.9
20190727,735,93.56,90.66,99.35,82.47
20190727,740,91.85,91.33,98.95,86.83
20190727,745,89.97,90.92,100.22,83.64
20190727,750,89.21,89.58,101.1,91.36
20190727,755,91.65,91.89,103.06,80.92
20190727,800,92.15,92.99,100.1,86.69
20190727,805,91.58,93.97,99.77,87.94
20190727,810,88.04,92.27,100.65,86.15
20190727,815,89.83,92.92,99.86,79.55
20190727,820,84.39,93.09,101.11,76.49
20190727,825,80.78,95.18,99.29,73.07
20190727,830,79.87,93.92,99.45,82.37
20190727,835,75.39,93.4,100.2,86.9
20190727,840,72.93,96.23,101.36,83.23
20190727,845,76.93,92.95,101.29,83.66
20190727,850,79.46,95.02,102.56,82.05
20190727,855,74.93,93.61,100.67,82.33
20190727,900,84.1,94.03,99.45,79.7
20190727,905,80.61,93.01,99.68,79.12
20190727,910,60.64,94.71,101.09,73.22
20190727,915,60.47,93.25,99.31,50.06
20190727,920,59.3,89.89,98.91,28.37
20190727,925,76.21,90.64,101.96,25.9
20190727,930,74.16,91.51,100.36,40.69
20190727,935,73.99,91.1,100.77,52.13
20190727,940,77.79,87.62,99.46,49.76
20190727,945,79.57,90.56,97.98,52.13
20190727,950,80.03,85.91,100.98,55.78
20190727,955,83.74,87,100.05,54.14
20190727,1000,78.48,88.44,98.68,60.88
20190727,1005,77.24,88.74,100.22,44.39
20190727,1010,76.92,86.78,99.29,37.75
20190727,1015,74.08,85.79,98.59,62.97
20190727,1020,64.18,87.4,98.67,63.73
20190727,1025,73.11,86.04,98.74,59.31
20190727,1030,67.43,86.95,99.07,58.5
20190727,1035,72.27,90.38,97.25,63.14
20190727,1040,69.79,87.58,98.02,64.27
20190727,1045,79.04,81.41,99.3,86.19
20190727,1050,91.24,88.51,99.85,84.96
20190727,1055,93.29,88.29,98.41,88.76
20190727,1100,86.9,89.11,99.79,67.94
20190727,1105,93,89.55,97.88,67.55
20190727,1110,94.61,87.79,98.9,68.07
20190727,1115,94.74,88.06,97.46,83.14
20190727,1120,91.99,91,100.7,82.12
20190727,1125,91.38,89.95,99.44,82.83
20190727,1130,91.95,90.83,97.51,83.12
20190727,1135,91.18,96.17,97.03,80.52
20190727,1140,89.9,90.68,99.03,73.98
20190727,1145,87.01,93.51,100.43,83.31
20190727,1150,82.86,94.57,99.58,80.33
20190727,1155,80.15,96.36,96.76,64.24
20190727,1200,85.17,95.35,99.53,73.91
20190727,1205,77.87,93.36,100.05,70.97
20190727,1210,76.32,94.1,100.13,73.21
20190727,1215,70.26,95.7,100.83,62.05
20190727,1220,62.94,94.17,99.25,62.07
20190727,1225,64.35,92.08,100.56,56.87
20190727,1230,65.45,91.85,98.26,43.19
20190727,1235,67.67,90.57,98.07,36.22
20190727,1240,71.93,92.36,101.29,55.89
20190727,1245,82.04,91.9,99.74,60.96
20190727,1250,67.78,89.72,100.17,61.04
20190727,1255,59.15,91.03,100.62,51.9
20190727,1300,45.34,91.66,101.11,59.24
20190727,1305,43.43,94.89,99.4,65.91
20190727,1310,48.96,93.58,99.55,62.18
20190727,1315,45.52,90.91,101.35,51.13
20190727,1320,49.35,92.74,100.6,43.12
20190727,1325,51.5,96.96,98.99,53.38
20190727,1330,66.38,97.93,96.83,54.12
20190727,1335,89.26,92.15,100.81,69.97
20190727,1340,101.66,94.34,98.72,94.44
20190727,1345,99.78,95.28,97.67,80.53
20190727,1350,91.18,94.04,98.32,71.68
20190727,1355,87.29,92.31,99.15,73.72
20190727,1400,92.21,93.3,98.59,56.2
20190727,1405,87.52,94.73,98.56,47.08
20190727,1410,87.95,93.63,100.07,61.58
20190727,1415,87.61,94.9,98.11,73.24
20190727,1420,86.39,95.53,98.83,75.28
20190727,1425,87.83,95.56,99.32,69.11
20190727,1430,87.53,96.1,99.03,67.3
20190727,1435,86.34,94.88,98.9,61.48
20190727,1440,85.14,95.34,96.6,51.61
20190727,1445,85.1,96.37,98.77,58.16
20190727,1450,85.51,93.84,97.01,60.8
20190727,1455,85.86,94.64,97.48,65.41
20190727,1500,86.49,95.4,98.76,63.86
20190727,1505,89.12,94.78,97.75,61.26
20190727,1510,87.77,94.59,97.28,66.25
20190727,1515,89.81,84.63,94.44,66.74
20190727,1520,88.47,76.93,92.77,58.46
20190727,1525,82.99,70.03,96.41,50.39
20190727,1530,76.83,78.81,98.87,48.03
20190727,1535,70.84,87.13,97.66,48.29
20190727,1540,73.42,89.71,100.26,51.25
20190727,1545,75.84,90.26,96.71,54.71
20190727,1550,78.3,92.47,97.81,55.13
20190727,1555,80.49,92.21,97.35,56.07
20190727,1600,84.64,80.12,97.69,63.96
20190727,1605,83.61,83.36,96.9,58.44
20190727,1610,83.68,92.15,99.13,61.73
20190727,1615,85.91,93.38,95.7,67.3
20190727,1620,84.7,96.17,97.93,73.4
20190727,1625,83.79,96.1,99.81,85.22
20190727,1630,89.44,98.01,99.62,82.65
20190727,1635,87.81,91.47,100.63,72.79
20190727,1640,85.67,92.51,96.62,72.59
20190727,1645,86.73,93.82,98.69,65.72
20190727,1650,85.7,94.32,99.16,61.6
20190727,1655,86.43,92.96,96.62,61.42
20190727,1700,83.2,95.51,96.02,59.73
20190727,1705,81.98,96.9,94.76,64.52
20190727,1710,78.72,95.79,97.25,61.9
20190727,1715,79.13,95.44,93.87,55.9
20190727,1720,82.3,95.08,96.18,52.27
20190727,1725,85.99,96.72,96.62,51.11
20190727,1730,86.02,97.1,96.94,51.81
20190727,1735,85.32,96.53,92.13,51.49
20190727,1740,83.69,97.24,92.08,53.74
20190727,1745,79.14,97.37,96.79,64.46
20190727,1750,78.54,102.33,98.23,70.58
20190727,1755,80.26,95.63,100.72,71.32
20190727,1800,79.41,100.04,98.89,62.5
20190727,1805,86.12,100.23,99.67,71.56
20190727,1810,90.37,102.57,100.01,67.61
20190727,1815,94.46,103.31,97.6,92.15
20190727,1820,94.72,103.38,101.66,89.02
20190727,1825,94.45,102.88,98.11,90.27
20190727,1830,96.28,99.27,96.55,86.57
20190727,1835,92.55,98.76,95.13,84.33
20190727,1840,92.63,99.83,92.88,79.72
20190727,1845,90.38,97.09,93.65,77.06
20190727,1850,87.81,98.3,94.77,78.73
20190727,1855,87.05,98.94,93.32,85.11
20190727,1900,89.74,103.23,93.48,86.38
20190727,1905,88.5,101.78,97.88,84.6
20190727,1910,89.63,101.34,97.3,84.06
20190727,1915,90.55,102.13,95.85,80.8
20190727,1920,91.19,103.96,97.63,92.84
20190727,1925,93.03,101.32,94.25,91.98
20190727,1930,93.02,101.28,92.6,89.97
20190727,1935,91.53,102.63,97.9,94.12
20190727,1940,93.06,103.32,95.43,88.62
20190727,1945,89.59,100.92,97.99,87.25
20190727,1950,88.94,102.75,94.12,86.69
20190727,1955,87.52,101.42,94.34,86.73
20190727,2000,89.15,100.42,94.56,84.84
20190727,2005,87.36,98.83,93.97,89.23
20190727,2010,88.03,100.74,95.86,90.74
20190727,2015,91.39,99.53,95.57,85.11
20190727,2020,88.83,96.05,94.43,84.46
20190727,2025,87.52,97.28,94.34,79.3
20190727,2030,85.28,96.75,94.93,82.14
20190727,2035,82.85,94.18,93.89,85.95
20190727,2040,87.4,98.83,93.43,84.75
20190727,2045,85.11,98.09,93.48,81.69
20190727,2050,82.42,96.85,95.62,88.57
20190727,2055,85.59,93.97,95.53,87.54
20190727,2100,92.65,96.79,96.77,92.94
20190727,2105,96.25,94.28,97.7,92.91
20190727,2110,96.14,96.33,98.7,89.13
20190727,2115,95.62,93.12,99.12,94.34
20190727,2120,93.12,96.72,98.12,95.18
20190727,2125,92.68,96.23,98.89,93.39
20190727,2130,92.29,97.92,98.57,91.75
20190727,2135,94.2,97.2,99.97,93.44
20190727,2140,91.84,94.46,99.56,93.15
20190727,2145,94.23,96.62,98.52,93.85
20190727,2150,95.13,94.92,99.08,94.21
20190727,2155,92.3,97.6,99.48,95.91
20190727,2200,93.78,98.3,98.9,95.6
20190727,2205,96.35,97.36,98.69,96.51
20190727,2210,97.25,95.64,99.11,94.5
20190727,2215,96.39,95.21,101.17,96.89
20190727,2220,96.25,96.48,99.96,96.34
20190727,2225,94.1,98.53,100.42,99.18
20190727,2230,93.06,97.45,99.39,99.84
20190727,2235,94.77,99.2,98.78,99.14
20190727,2240,98,99.65,99.85,105.73
20190727,2245,99.76,100.21,100.01,97.65
20190727,2250,96.89,99.21,102.26,95.8
20190727,2255,94.46,100.02,102.9,98.6
20190727,2300,98.89,99.58,101.68,99.17
20190727,2305,98.27,101.07,103.53,98.29
20190727,2310,99.77,101.77,102.99,98.67
20190727,2315,100.09,101.84,103.19,104.53
20190727,2320,102.15,100.7,104.91,103.7
20190727,2325,100.8,103.45,103.62,109.27
20190727,2330,105.58,101.47,101.78,106.94
20190727,2335,104.29,102.57,104.27,104.89
20190727,2340,103.24,103.46,104.12,106.56
20190727,2345,102.93,103.93,102.89,108.07
20190727,2350,105.72,103.25,102.5,107.83
20190727,2355,103.87,103.91,104.74,102.5
20190728,0,103.45,103.74,105.88,105.11
20190728,5,106.19,103.4,106.65,102.15
20190728,10,103.87,105.17,104.15,106.12
20190728,15,104.99,105.84,105.1,104.13
20190728,20,107.36,106.64,106.54,107.38
20190728,25,107.8,105.01,108.54,111.78
20190728,30,109.3,101.9,107.46,105.47
20190728,35,109.22,109.94,105.85,106.23
20190728,40,107.2,107.87,105.87,102.55
20190728,45,104.74,106.06,104.56,104.46
20190728,50,109.77,106.34,107.06,105.21
20190728,55,101.92,103.63,102.44,107.52
20190728,100,107.96,105.5,105.35,103.99
20190728,105,103.34,104.15,104.19,103.97
20190728,110,103.56,103.33,104.21,105.26
20190728,115,106.3,106.42,103.4,108.59
20190728,120,106.59,107.5,101.46,108.03
20190728,125,105.92,101.95,103.53,108.91
20190728,130,104.7,99.44,106.87,107.31
20190728,135,105.4,99.95,102.03,114.75
20190728,140,109.15,99.99,101.97,113.64
20190728,145,105.39,99.07,104.22,112.84
20190728,150,109.3,103.52,104.73,113.56
20190728,155,108.2,100.58,102.56,113.48
20190728,200,107.38,105.14,103.25,103.13
20190728,205,108.03,101.91,102.53,110.14
20190728,210,110.45,101.15,104.45,104.78
20190728,215,106.55,105.64,101.41,108.01
20190728,220,113.43,104.7,101.27,108.9
20190728,225,106.65,102.43,103.72,113.27
20190728,230,113.54,96.72,100.74,111.29
20190728,235,108.77,104.94,104.23,113.89
20190728,240,113.96,104.85,102.42,108.66
20190728,245,111.52,105.92,102.74,114.32
20190728,250,107.53,97.45,100.05,107.99
20190728,255,105.88,93.13,100.51,110.42
20190728,300,109.51,103.88,99.95,106.72
20190728,305,105.31,97.32,98.61,109.91
20190728,310,105.45,103.02,99.2,96.32
20190728,315,98.05,103.41,97.22,86.27
20190728,320,94.89,98.02,101.83,90.58
20190728,325,94.81,94.65,100.98,85.25
20190728,330,96.06,92.22,100.23,98.6
20190728,335,93.93,99.22,100.39,96.24
20190728,340,91.45,92.88,101.11,89.85
20190728,345,91.59,98.89,100.49,92.61
20190728,350,95.34,95.52,99.16,99.54
20190728,355,89.95,99.34,96.04,91.38
20190728,400,86.47,97.2,101.48,101.32
20190728,405,77.17,97.69,98.55,90.75
20190728,410,83.58,97,99.82,94.41
20190728,415,82.84,98.78,100.29,91.65
20190728,420,84.01,96.64,100.61,102.1
20190728,425,90.8,97.69,98.07,97.82
20190728,430,91.31,100.52,101.06,91.41
20190728,435,90.1,101.88,97.33,88.74
20190728,440,93.57,103.35,99.14,93.66
20190728,445,94.99,105.96,99.94,93.79
20190728,450,93.13,102.12,99.93,95.13
20190728,455,97.02,101.51,107.35,91.9
20190728,500,90.48,100.03,102.26,92.77
20190728,505,96.78,101.84,102.17,92.08
20190728,510,94.22,101.65,99.26,93.94
20190728,515,97.57,100.47,98.11,94.65
20190728,520,99.74,102.68,97.56,101
20190728,525,100.83,102.74,99.37,104.41
20190728,530,100.64,109.09,101.87,104.24
20190728,535,103.99,103.28,102.64,106.09
20190728,540,102.65,106.69,106.21,107.09
20190728,545,106.22,106.64,99.89,110.31
20190728,550,104.16,107.12,97.43,110.57
20190728,555,105.93,107.56,106.43,109.57
20190728,600,108.23,105.73,101.39,111.05
20190728,605,105.97,105.7,101.64,105.94
20190728,610,106.97,104.17,101.98,107.2
20190728,615,108.79,105.13,103.06,107.64
20190728,620,107.13,106.16,100.05,109.25
20190728,625,104.52,103.46,102.81,105.14
20190728,630,103.02,106.49,103.61,105.22
20190728,635,104.54,103.71,101.31,100.71
20190728,640,100.8,104.67,105.54,103.38
20190728,645,103.79,102.77,106.24,107.77
20190728,650,105.97,100.98,104.35,104.7
20190728,655,103.22,100.41,106.22,101.24
20190728,700,102.15,100.93,101.08,102.57
20190728,705,102.1,99.24,103.68,105.69
20190728,710,102.24,103.13,103.57,104.48
20190728,715,104.25,101.61,103.06,102.39
20190728,720,101.6,99.9,106.5,99.75
20190728,725,102.18,102.78,106.8,97.58
20190728,730,100.84,96.72,105.92,97.35
20190728,735,102.44,91.25,106.69,95.22
20190728,740,99.05,84.86,101.69,96.85
20190728,745,97.06,83.22,102.84,95.13
20190728,750,97.29,85.69,102.23,97.35
20190728,755,95.33,94.79,101.38,90.67
20190728,800,94.4,96.29,98.9,95.49
20190728,805,89.53,82.05,99.73,91.59
20190728,810,87.15,73.83,97.27,85.46
20190728,815,73.69,80.64,94.92,70.98
20190728,820,73.85,86.51,88.16,68.12
20190728,825,74.7,90.49,85.44,75.24
20190728,830,79.26,90.23,92.47,82.4
20190728,835,86.13,93.02,96.96,89.85
20190728,840,89.51,96.73,97.46,90.58
20190728,845,91.14,96.34,99.49,89.18
20190728,850,92.29,94.38,100.59,91.47
20190728,855,90.41,95.71,101.14,85.67
20190728,900,86.4,87.66,97.2,77.26
20190728,905,87.13,95.1,95.08,79.26
20190728,910,88.2,97.26,98.21,81.34
20190728,915,88.1,93.32,99.14,83.04
20190728,920,86.09,89.34,96.98,70.9
20190728,925,77.73,90.06,94.27,62.74
20190728,930,73.23,90.78,94.5,63.27
20190728,935,66.99,92.34,97.63,57.32
20190728,940,72.18,94.49,97.06,59.74
20190728,945,70.07,91.14,98.19,58.9
20190728,950,78.05,93.27,97.33,56.33
20190728,955,79.41,94.39,96.37,52.32
20190728,1000,83.22,93.25,97.57,64.88
20190728,1005,73.91,94.6,96.94,64.86
20190728,1010,72.63,90.46,96.43,68.69
20190728,1015,72.9,90.39,98.59,80.59
20190728,1020,79.69,90.56,96.79,78.47
20190728,1025,89.95,91.8,94.89,66.78
20190728,1030,87.26,89.58,96.3,64.21
20190728,1035,83.1,93.14,95.2,57.63
20190728,1040,82.68,89.43,99.29,53
20190728,1045,85.31,93.05,98.81,52.57
20190728,1050,84.49,92.49,96.38,53.45
20190728,1055,86.48,92.42,100.44,59.22
20190728,1100,79.37,92.47,98.84,65.08
20190728,1105,85.84,89.36,96.76,63.55
20190728,1110,88.43,89.22,95.89,55.54
20190728,1115,86.5,88.97,96.29,49.04
20190728,1120,86.37,91.11,97.36,48.9
20190728,1125,86.06,89.7,96.56,50.45
20190728,1130,83.55,88.86,97.38,53.5
20190728,1135,83.84,89.53,94.13,52.53
20190728,1140,82.2,87.65,92.53,51.7
20190728,1145,79.21,88.27,92.72,53.03
20190728,1150,77.52,88.19,92.2,57.26
20190728,1155,76.4,87.43,92.98,63.1
20190728,1200,78.6,86.17,93.69,51.96
20190728,1205,75.61,86.99,91.78,52.46
20190728,1210,74.68,86.5,94.82,55.69
20190728,1215,78.67,88.83,90.61,59.66
20190728,1220,78.59,89.63,94.55,61.05
20190728,1225,82.17,88.8,94.16,64.46
20190728,1230,83.23,91.45,95.77,61.35
20190728,1235,83.92,94.54,95.22,65.01
20190728,1240,86.23,91.21,95.68,61.66
20190728,1245,84.08,92.31,96.2,64.13
20190728,1250,83.67,92.82,93.27,65.32
20190728,1255,83.09,97.56,91.88,75.69
20190728,1300,81.77,91.14,91.12,75.53
20190728,1305,88.56,93.7,94.36,77.99
20190728,1310,90.11,94.87,98.09,70.39
20190728,1315,88.82,94.3,97.54,51.74
20190728,1320,88.18,94.92,97.42,35.64
20190728,1325,90.72,93.91,96.1,33.14
20190728,1330,93,95.84,98.13,40.94
20190728,1335,88.29,95.08,97.33,49.42
20190728,1340,84.71,98.48,97.76,60.73
20190728,1345,85.33,94.96,95.59,60.55
20190728,1350,86.02,96.78,93.37,65.57
20190728,1355,85.84,94.65,97.68,64.06
20190728,1400,86.73,95.05,97.04,50.22
20190728,1405,79.62,95.49,97.94,44.42
20190728,1410,77.33,98,96.29,48.64
20190728,1415,80.51,96.2,96.42,61.6
20190728,1420,84.14,96.03,96.69,61.21
20190728,1425,86.7,95.96,94.58,59.7
20190728,1430,87.04,95.79,96.53,62.79
20190728,1435,86.56,97.77,96.76,64.47
20190728,1440,87.89,99.01,98.52,77.85
20190728,1445,86.55,97.65,98.71,83.32
20190728,1450,90.42,99.22,96.93,85.36
20190728,1455,92.05,96.43,97.36,83.82
20190728,1500,85.06,96.32,97.18,70.65
20190728,1505,84.89,97.57,95.14,64.31
20190728,1510,83.12,93.42,93.59,62.5
20190728,1515,76.82,87.85,93.91,66.02
20190728,1520,69.36,74.89,86.42,59.18
20190728,1525,64.03,74.17,84.85,62.01
20190728,1530,66.66,68.35,84.47,58.58
20190728,1535,70.89,69,81.59,57.31
20190728,1540,72.26,68.11,82.29,56.99
20190728,1545,67.88,70.25,81.29,59.71
20190728,1550,69.35,75.99,82.68,62.18
20190728,1555,71.56,86.5,85.66,67.89
20190728,1600,74.06,82.22,86.99,69.91
20190728,1605,77.01,84.34,88.04,71.53
20190728,1610,81.85,82.47,89.08,70.17
20190728,1615,79.43,83.2,88.48,64.74
20190728,1620,71.92,88.31,90.57,69.32
20190728,1625,75.25,86.52,92.37,70.89
20190728,1630,78.51,91.07,93.14,66.36
20190728,1635,81.17,96.26,92.65,63.49
20190728,1640,80.66,96.91,94.55,67.67
20190728,1645,79.06,94.81,95.04,73.84
20190728,1650,79.53,97.62,92.53,68.5
20190728,1655,78.67,96.13,91.08,64.25
20190728,1700,78.32,91.57,87.33,63.51
20190728,1705,63.8,94.28,92.99,66.11
20190728,1710,60.79,91.48,89.48,70.02
20190728,1715,56.79,93.25,86.91,67.56
20190728,1720,53.93,93.89,88.63,72.67
20190728,1725,61.89,92.14,90.73,77.22
20190728,1730,67.25,94.72,91.32,85.61
20190728,1735,80.08,91.54,93.58,76.02
20190728,1740,82.18,94.84,92.98,77.7
20190728,1745,70.11,94.75,90.71,82.22
20190728,1750,61.86,98.01,92.94,81.76
20190728,1755,46.69,98.12,94.55,85.93
20190728,1800,32.23,95.81,96.02,74.18
20190728,1805,30.35,99.67,95.28,76.31
20190728,1810,28.73,100.72,96.4,83.14
20190728,1815,27.21,100.42,95.35,90.16
20190728,1820,28.81,103.11,95.17,91.73
20190728,1825,27.5,100.99,96.8,92.49
20190728,1830,29.41,104.06,99.24,94.69
20190728,1835,35.95,102.51,96.66,92.5
20190728,1840,47.61,102.37,96.52,93.65
20190728,1845,73,100.16,97.91,89.64
20190728,1850,92.9,99.25,97.76,91.74
20190728,1855,99.05,100.77,94.25,93.04
20190728,1900,96.64,101.26,95.48,91.8
20190728,1905,93.43,100.41,93.67,93.04
20190728,1910,91.99,99.58,94.12,92.36
20190728,1915,92.23,98.41,94.65,83.45
20190728,1920,91.25,98.2,92.11,88.97
20190728,1925,89.25,98.38,92.51,87.27
20190728,1930,87.87,98.39,90.95,86.56
20190728,1935,88.59,99.56,89.74,85.97
20190728,1940,84.07,96.1,88.34,86.64
20190728,1945,84.03,98.21,87.8,84.18
20190728,1950,83.92,95.21,85.55,81.86
20190728,1955,81.55,93.34,86.43,81.65
20190728,2000,83.24,100.02,86.93,85.42
20190728,2005,81.62,95.99,86.81,82.19
20190728,2010,81.89,97.32,88.81,83.9
20190728,2015,83.02,97.67,88.71,82.01
20190728,2020,82.49,94.47,88.09,82.09
20190728,2025,84.19,96.25,90.55,84.05
20190728,2030,83.44,94.84,95.52,83.01
20190728,2035,85.09,96.09,92.29,81.87
20190728,2040,85.45,95.41,93.11,87.9
20190728,2045,85.81,97.08,94.3,86.17
20190728,2050,85.23,95.58,92.99,74.83
20190728,2055,80.68,96.05,93.56,78.61
20190728,2100,85.3,94.52,94.95,86.34
20190728,2105,87.7,94.77,96,87.33
20190728,2110,88.05,95.48,94.34,92.83
20190728,2115,90.53,96.15,97.91,88.12
20190728,2120,90.23,95.26,95.5,94.13
20190728,2125,93.4,96.37,96.72,101.49
20190728,2130,93.73,94.82,99.41,97.49
20190728,2135,90.66,95.48,100.55,95.11
20190728,2140,92.2,95.52,97.14,94.77
20190728,2145,92.54,96.07,99.39,99.38
20190728,2150,92.39,96.23,99.58,92.81
20190728,2155,92.71,95.4,98.46,99.68
20190728,2200,91.67,96.93,98.56,91.3
20190728,2205,98.23,97.87,99.25,94.53
20190728,2210,93.52,95.78,99.58,99.94
20190728,2215,93.67,98.29,101.82,99.04
20190728,2220,95.61,99.07,100.66,96.09
20190728,2225,94.18,98.25,100.12,94.73
20190728,2230,94.71,98.87,99.78,100.94
20190728,2235,95.38,97.94,99.51,98.26
20190728,2240,95.39,99.34,101.18,96.34
20190728,2245,95.49,98.12,101.69,99.63
20190728,2250,98.51,102.12,101.44,101.06
20190728,2255,96.47,103.06,104.33,102.7
20190728,2300,98.89,99.57,102.38,101.24
20190728,2305,99.12,100.85,101.72,100.72
20190728,2310,101.86,101.49,103.92,98.51
20190728,2315,101.87,101.98,102.13,103.28
20190728,2320,99.68,101.32,104.42,103.52
20190728,2325,97.5,103.59,104.25,107.54
20190728,2330,103.79,103.22,101.83,104.53
20190728,2335,102.44,101.19,104.1,107.48
20190728,2340,102.18,99.95,107.08,105.86
20190728,2345,102.71,107.7,104.04,106.08
20190728,2350,100.5,104.94,103.39,105.39
20190728,2355,100.93,103.83,103.51,108.68
20190729,0,102.71,104.37,104.38,103.75
20190729,5,103.28,104.36,104.56,103.23
20190729,10,106.24,104.18,104.34,108.16
20190729,15,107,103.94,105.24,106.72
20190729,20,105.36,104.91,103.65,106.7
20190729,25,105.23,102.2,102.4,110.61
20190729,30,105.6,102.46,104.05,108.21
20190729,35,103.09,103.67,101.28,108.75
20190729,40,103.69,106.83,101.76,109.75
20190729,45,107.65,102.48,102.08,114.01
20190729,50,105.87,102.52,98.55,111.35
20190729,55,105.28,102.83,100.28,108.96
20190729,100,106.55,105.45,103.52,107.2
20190729,105,105.34,101.78,103.03,105.22
20190729,110,105.08,104.34,103.67,108.8
20190729,115,104.44,103.36,102.69,111.88
20190729,120,105.03,97.7,103.38,109.45
20190729,125,105.27,101.99,107.15,109.94
20190729,130,104.86,101.99,99.32,109.05
20190729,135,105.94,98.24,100.15,110.47
20190729,140,102.4,97.9,104.15,106.44
20190729,145,100.35,99.64,97.36,103.5
20190729,150,100.22,98.96,100.63,105.53
20190729,155,103.67,99.13,101.52,104.2
20190729,200,103.08,99.13,101.79,106.62
20190729,205,104.87,98.54,103.13,104.1
20190729,210,103.88,102.01,98.59,109.47
20190729,215,102.55,96.62,98.18,101.75
20190729,220,100.55,99.6,103.15,102.23
20190729,225,100.98,99.12,101.38,106.89
20190729,230,98.54,96.94,96.16,101.19
20190729,235,97.67,98.63,98.66,104.9
20190729,240,101.75,96.41,97.3,105
20190729,245,98.41,99.1,98.94,103.03
20190729,250,98.35,97.47,102.62,105.21
20190729,255,100.9,101.25,104.89,104.12
20190729,300,106.09,97.66,101.12,109.32
20190729,305,100.43,96.7,99.55,100.39
20190729,310,100.91,101.03,91.71,101.11
20190729,315,97.53,97.36,91.58,100.56
20190729,320,101.44,96.43,95.46,100.33
20190729,325,98.72,99.51,95.31,106.26
20190729,330,102.46,97.29,95.31,95.66
20190729,335,97.53,98.99,94.44,99.81
20190729,340,102.55,98.76,94.78,101.6
20190729,345,99.06,100.99,92.46,96.98
20190729,350,97.38,106.89,96.77,101.67
20190729,355,99.69,99.63,99.17,101.58
20190729,400,98.7,100.63,96.34,98.45
20190729,405,102.98,101.37,96.32,102.1
20190729,410,100.88,95.05,97.87,98.2
20190729,415,96.18,100.07,95.69,104.67
20190729,420,102.46,101.54,100.77,101.73
20190729,425,102.9,104.04,95.5,103.4
20190729,430,99.28,104.33,97.9,98.62
20190729,435,102.73,100.97,95.04,102.28
20190729,440,103.59,103.88,98.74,100.11
20190729,445,101.84,103.32,93.27,104.9
20190729,450,103.02,100.98,96.22,101.87
20190729,455,99.74,100.59,92.93,99.42
20190729,500,97.12,99.3,94.83,103.91
20190729,505,99.39,97,94.85,105.29
20190729,510,97.95,97.19,97.79,103
20190729,515,100.18,94.59,96.55,95.95
20190729,520,97.52,95.02,100.34,99.2
20190729,525,99.79,94.74,100.18,99.79
20190729,530,98.2,89.44,100.59,98.78
20190729,535,96.94,88.09,100.81,98.97
20190729,540,98.79,90.17,101.19,94.18
20190729,545,95.09,86.38,102.94,94.06
20190729,550,92.22,89.42,100.35,94.71
20190729,555,90.6,88.6,101.41,92.1
20190729,600,91.12,90.79,99.78,90.46
20190729,605,84.13,90.61,99.92,93.3
20190729,610,81.01,85.59,101.32,88.97
20190729,615,76.98,86.04,100.82,77.2
20190729,620,70.99,83.64,104.35,71.9
20190729,625,73.63,86.87,100.95,62.8
20190729,630,72.03,84.25,103.52,58.89
20190729,635,71.14,79.56,101.87,60.89
20190729,640,72.34,77.7,101.85,59.54
20190729,645,70.49,71.96,103.01,58.19
20190729,650,66.64,73.33,104.16,59.78
20190729,655,73.7,67.1,103.98,59.86
20190729,700,71.14,69.74,100.44,57.15
20190729,705,73.5,72.14,101.9,56.56
20190729,710,77.79,58.4,102.19,52.86
20190729,715,83.69,64.34,102.13,49.55
20190729,720,82.92,48.48,101.55,48.21
20190729,725,82.82,45,102.37,53.28
20190729,730,80.63,44.42,102.14,56.56
20190729,735,79.15,36.01,101.23,54.77
20190729,740,79.14,39.82,100.7,58.85
20190729,745,77.13,42.08,101.19,54.3
20190729,750,78.43,44.28,104.01,50.33
20190729,755,78.89,50.59,102.11,52.41
20190729,800,81.14,39.73,102.01,52
20190729,805,82.23,40.96,100.25,50.58
20190729,810,83.39,48.03,101.59,56.19
20190729,815,85.74,53.76,100.55,55.98
20190729,820,85.49,67.47,102.02,53.39
20190729,825,82.45,74.77,100.49,52.58
20190729,830,82.14,82.92,102.17,58.93
20190729,835,82.83,89.01,101.85,61.42
20190729,840,83.01,89.61,101.41,61.06
20190729,845,83.26,88.65,101.21,60.37
20190729,850,70.51,88.71,99.27,64.24
20190729,855,72.88,82.32,99.21,72.52
20190729,900,78.48,84.33,100.02,61.1
20190729,905,72.07,85.42,98.56,63.7
20190729,910,74.46,85.47,99,69.14
20190729,915,78.52,85.75,97.71,72.6
20190729,920,83.69,83.1,96.7,65.82
20190729,925,85.31,83.35,97.55,55.25
20190729,930,86.41,83.07,96.79,54.99
20190729,935,87.71,79.56,97.24,56.85
20190729,940,86.12,81.69,96.63,65.09
20190729,945,87.41,75.12,98.77,67.82
20190729,950,84.54,72.72,97.46,67.46
20190729,955,84.81,80.74,95.91,69.03
20190729,1000,80.32,79.72,96.87,69.82
20190729,1005,83.99,77.42,96.92,63
20190729,1010,86.48,72.99,95.41,54.25
20190729,1015,87.98,70.11,94.69,48.74
20190729,1020,87.08,70.93,94.67,44.65
