date,time,user_name,text,link,retweet_counts,favorite_counts,hashtags,GeoInformation
2020-08-15,23:59:33,gomhoren,부산에 코로나 확진자 동선이 대부분 칼국수 식당이 많아서 좀 웃김,https://twitter.com/gomhoren/status/1294785835863126017,0,0,,
2020-08-15,23:59:19,jjh_kara,헐 아직.방학을 안한거야? 코로나 때믄에 엉망진창 되부럿네 으악 3일 ㅠㅠㅠ 뵹은 할수잇어+!! 오후에 쳐자고 또 화이팅하자 사실 그리 열시미 안해도 어케든 살아간다 !!,https://twitter.com/jjh_kara/status/1294785774349557761,0,0,,
2020-08-15,23:59:14,lhs251071,"""광복절 집회 곳곳 충돌...'폭력-해산 불응' 30명 체포"" 전염병(코로나19)이 확산중인데...집회는 범죄행위다. 한편 나라가 디비진다. 국정원 해킹사건(빨간 마티즈)에 연루된 박근혜,황교안,이병호,이낙연,정세균,서훈 등이 긴급체포된다(메인 트윗 참고). SBS의 많은 관심요.",https://twitter.com/lhs251071/status/1294785752924999680,1,1,,
2020-08-15,23:59:10,glencorn,"""두 달 준비했는데.."" 코로나 재확산에 3일 만에 중단된 소비 쿠폰 지급 | 다음 뉴스 ",https://twitter.com/glencorn/status/1294785738337185792,0,1,,
2020-08-15,23:58:05,wise__SILVER,휴가 때 서울의 스시 오마카세 맛집들 돌려고했는데 애인 휴가도 안나오고 코로나도 터졌으니 계획이 다 무산됐댜 ㅠ,https://twitter.com/wise__SILVER/status/1294785465741008897,0,2,,
2020-08-15,23:57:52,Siraion_,"코로나로 피시방 입장제한, 자제 걸렸을때 게이머들:아 뭐 그럴수있지 시국이 시국인걸 피시방 전원 껏을때 게이머들:기자 개 씨ㅂ(태어나지도 않은 아이들부터 시작해서 조금이라도 피가섞인 사람들 전부 언급함)",https://twitter.com/Siraion_/status/1294785410481045504,0,0,,
2020-08-15,23:57:04,hans7005,태양광 시설 1만여개 중 0.1%만 산사태가 일어나 안전에 문제가없다면서 6만여 교회중 30개 미만 0.05%의 교회에서 코로나19 확진자가 나온걸로 교회가 악의 축인 것처럼 말하는건 뭔가? #태양광 #교회 #확진자,https://twitter.com/hans7005/status/1294785207334182912,0,0,,
2020-08-15,23:56:27,LEEsiEun10,코로나19로 나라가 힘든데 왜 이러시는지ㅜㅜ ,https://twitter.com/LEEsiEun10/status/1294785054707560448,0,0,,
2020-08-15,23:56:21,mitra21_,전광훈 풀어준 판사도 공범이다. 코로나 제2팬데믹 터지면 그 판사탓임. -결국 터진 전광훈 사랑제일교회發 집단확진…제2신천지 되나 ,https://twitter.com/mitra21_/status/1294785028337983488,1,0,,
2020-08-15,23:55:43,beautiful_panda,의료단체는 의대증원이 아니라 어제 광화문에서 벌어진 상황에 분노해야. 지금 푹푹 찌는 한여름인데 코로나 확산세면 PPE안에서 갈려나가는 사람이 누구겠나 의료인력 front line은 공장에서 찍어낼 수 없다/고 몇번을 말하냐며. https://twitter.com/beautiful_panda/status/1245950009947742208?s=21,https://twitter.com/beautiful_panda/status/1294784867650007041,1,0,,
2020-08-15,23:55:38,yunjibag61,"신천지 500명, 코로나19 치료제 개발 위해 혈장 공여 출처: YTN | 네이버뉴스 https://bit.ly/3ep5wX2 #신천지 #혈장기증 #코로나종식",https://twitter.com/yunjibag61/status/1294784848972808192,0,0,,
2020-08-15,23:55:30,ZxKakwHFqJS6fKO,온가족이 코로나에 감염되봐야 정신차릴건가 절대로 치료도 해주지말아야된다,https://twitter.com/ZxKakwHFqJS6fKO/status/1294784815124721665,0,0,,
2020-08-15,23:55:21,tkfeaqhausrfo,어찌보면 매국미통당이 한판 벌릴 좋은 소재였는데 그놈의 전광훈이 코로나 때문에 미통당이나 최대집 의협 파업도 민노총 집회도 스폰지처럼 빨아들인 전광훈의 신비한 능력,https://twitter.com/tkfeaqhausrfo/status/1294784775270498304,0,1,,
2020-08-15,23:55:17,A_BUREW,코로나제일교회의 담임목사는 일명 빤쓰목사.,https://twitter.com/A_BUREW/status/1294784762368765954,2,5,,
2020-08-15,23:54:53,Schalom1004,8.16일 코로나19 확진자수 166명. 생활 속 거리두기를 위반하고 광화문 집회에 참석한 사람들 때문에 국가와 국민의 안녕이 위태로운 상황으로 발생한다면 관련된 사람들 모두 엄벌에 처해야 합니다. ,https://twitter.com/Schalom1004/status/1294784660749217792,81,69,,
2020-08-15,23:54:49,99Kh179,민노총이고 수꼴보수고 다 지들 밥그릇만 챙기기 바쁘구나 불쌍한 대다수의 국민들만 개고생 씨발 코로나 확산되서 또 장사 힘들어지면 싹다 불을 싸지를꺼야,https://twitter.com/99Kh179/status/1294784643447676928,3,5,,
2020-08-15,23:54:22,zozingzing,"코로나 나도 지겹지만., 질본 분들은 얼마나 힘드실까.. 일하며 느끼는 중압감이 엄청날 것 같다.",https://twitter.com/zozingzing/status/1294784530805657603,100,129,,
2020-08-15,23:54:10,ksj64111,광화문 개들의 집회 때문에 코로나 확산 불보듯 뻔한데ᆢ 기레기들 지적하는 기사한줄없다ᆢ,https://twitter.com/ksj64111/status/1294784478565429249,0,1,,
2020-08-15,23:53:55,kss5118,그많은 십자가들이 코로나 전파지로 바뀌고 있다. 이건 구원이 아니라 사탄이다. 글러벌 방역으로 모든게 잘되가는데 이게 뭐냐 질본관계자들이 무슨죄인들이냐,https://twitter.com/kss5118/status/1294784415424364544,0,0,,
2020-08-15,23:53:52,mezon806,"코로나로 전국민이 고통속에 있고, 어떻게든 빨리 진압하기 위해 모두가 애쓰는데 광복절에 광화문에서 보수종교 단체가 벌인 일에 미통당과 조선일보 의견도 좀 듣고 싶다. ",https://twitter.com/mezon806/status/1294784403609026561,17,15,,
