0,97.46444444
5,98.25777778
10,99.94111111
15,99.05111111
20,99.87888889
25,101.6266667
30,101.8411111
35,101.3977778
40,100.8655556
45,103.0733333
50,102.4455556
55,102.6344444
100,102.61
105,103.1933333
110,103.9333333
115,103.4733333
120,102.4644444
125,101.9388889
130,102.8055556
135,103.0544444
140,101.9711111
145,102.0033333
150,102.7866667
155,102.1922222
200,101.8033333
205,100.3944444
210,101.2155556
215,101.6722222
220,101.1688889
225,102.24
230,102.4066667
235,101.63
240,102.0022222
245,102.0866667
250,102.6444444
255,101.6977778
300,100.7888889
305,101.4877778
310,100.0888889
315,100.2188889
320,101.2888889
325,101.0344444
330,100.3211111
335,98.92111111
340,99.05222222
345,99.05666667
350,98.74444444
355,97.98555556
400,97.93555556
405,97.79
410,98.22
415,96.14777778
420,96.15
425,96.83555556
430,96.47
435,97.35888889
440,95.59
445,95.68444444
450,96.01777778
455,95.09
500,95.33444444
505,95.67333333
510,95.49888889
515,95.96
520,97.24444444
525,97.99777778
530,97.37
535,97.42777778
540,97.41555556
545,98.25666667
550,98.00888889
555,98.01222222
600,97.79333333
605,97.82
610,97.09333333
615,97.23888889
620,97.61333333
625,98.09666667
630,98.22777778
635,97.51111111
640,98.26444444
645,97.9
650,97.67
655,98.09222222
700,94.26333333
705,94.46888889
710,94.12666667
715,93.36444444
720,93.35777778
725,92.66666667
730,92.18222222
735,92.39777778
740,91.47888889
745,90.97444444
750,90.24333333
755,90.00555556
800,90.01111111
805,89.46444444
810,88.14111111
815,87.75333333
820,85.94333333
825,85.01888889
830,82.88555556
835,82.06333333
840,83.22
845,85.31888889
850,85.71333333
855,84.60222222
900,85.5
905,82.13222222
910,79.76555556
915,79.98666667
920,80.60666667
925,82.34333333
930,81.92555556
935,81.84777778
940,80.26
945,81.49444444
950,81.89777778
955,83.29888889
1000,80.11222222
1005,83.26777778
1010,83.37555556
1015,83.04222222
1020,79.36222222
1025,78.67666667
1030,75.62555556
1035,76.95111111
1040,77.36222222
1045,79.89111111
1050,81.03444444
1055,81.54888889
1100,82.70555556
1105,83.00222222
1110,83.12333333
1115,82.49333333
1120,82.66222222
1125,82.48444444
1130,82.47222222
1135,83.32888889
1140,83.25
1145,84.74888889
1150,83.88444444
1155,81.42
1200,81.41111111
1205,81.50888889
1210,80.19222222
1215,79.31111111
1220,79.19333333
1225,80.61777778
1230,83.40333333
1235,83.92111111
1240,83.08222222
1245,82.39777778
1250,80.44444444
1255,79.83666667
1300,78.85
1305,79.39555556
1310,78.43888889
1315,79.01333333
1320,77.86888889
1325,77.18333333
1330,77.39111111
1335,80.58
1340,82.63
1345,82.25111111
1350,84.00111111
1355,85.84666667
1400,86.75333333
1405,85.34333333
1410,84.86777778
1415,83.54222222
1420,83.17777778
1425,83.14666667
1430,81.78555556
1435,80.00666667
1440,78.20888889
1445,76.63666667
1450,75.12888889
1455,75.62888889
1500,78.62111111
1505,79.61222222
1510,79.50777778
1515,78.26333333
1520,76.20666667
1525,75.84777778
1530,77.05555556
1535,77.22888889
1540,79.23111111
1545,80.24444444
1550,81.02333333
1555,82.49111111
1600,80.19666667
1605,79.70333333
1610,79.27555556
1615,80.16777778
1620,79.03444444
1625,77.16
1630,77.47666667
1635,76.43444444
1640,74.79333333
1645,73.63444444
1650,72.86222222
1655,70.99444444
1700,72.16666667
1705,71.90111111
1710,71.26333333
1715,69.16111111
1720,69.47444444
1725,70.02888889
1730,69.32444444
1735,69.97666667
1740,69.42333333
1745,70.10222222
1750,71.09444444
1755,70.44111111
1800,69.79555556
1805,70.42888889
1810,72.74444444
1815,74.09888889
1820,74.73444444
1825,77.7
1830,80.04888889
1835,79.14666667
1840,79.38777778
1845,79.10222222
1850,79.12555556
1855,80.37888889
1900,76.08777778
1905,82.82888889
1910,83.99666667
1915,83.38444444
1920,81.83111111
1925,83.41555556
1930,84.69111111
1935,85.43
1940,84.60333333
1945,83.86111111
1950,83.65555556
1955,85.39111111
2000,85.62111111
2005,84.05
2010,84.25333333
2015,84.00222222
2020,82.45444444
2025,80.45444444
2030,78.36111111
2035,79.96555556
2040,81.91222222
2045,81.89555556
2050,80.45888889
2055,78.38333333
2100,86.60777778
2105,86.48888889
2110,88.10666667
2115,87.07555556
2120,87.01777778
2125,87.54333333
2130,87.56777778
2135,87.23444444
2140,86.31
2145,87.28111111
2150,88.85444444
2155,90.18555556
2200,88.96444444
2205,89.53888889
2210,91.03444444
2215,91.52666667
2220,92.07555556
2225,92.01888889
2230,92.62666667
2235,92.29777778
2240,93.75222222
2245,94.44333333
2250,95.02444444
2255,94.34222222
2300,95.60222222
2305,97.01222222
2310,97.29333333
2315,97.98222222
2320,99.06666667
2325,99.42
2330,101.1188889
2335,101.5433333
2340,101.1733333
2345,103.08
2350,103.7666667
2355,103.9011111
