0,97.48875
5,97.265
10,99.03125
15,99.8575
20,99.04625
25,98.705
30,100.11875
35,99.50625
40,100.2925
45,100.825
50,100.00375
55,100.555
100,99.34
105,100.255
110,99.38625
115,98.58625
120,100.84625
125,99.45
130,99.8
135,98.8775
140,98.8325
145,99.03
150,99.6375
155,98.125
200,99.05
205,97.47625
210,97.615
215,97.95125
220,96.63
225,98.48
230,96.8125
235,97.49625
240,96.26375
245,99.0175
250,96.5175
255,96.455
300,97.195
305,94.44
310,95.755
315,93.29125
320,93.6125
325,95.18875
330,94.5075
335,93.73875
340,92.5225
345,92.99375
350,93.67
355,93.6175
400,93.72
405,93.245
410,93.2675
415,91.47875
420,91.41125
425,92.14625
430,92.30625
435,92.0225
440,91.12125
445,93.435
450,93.245
455,92.45375
500,92.42375
505,92.62875
510,92.67625
515,93.37
520,94.52625
525,94.69875
530,94.66875
535,94.73375
540,94.72
545,93.64625
550,93.13625
555,92.345
600,93.53125
605,92.71625
610,90.795
615,89.66875
620,89.96125
625,89.025
630,89.03125
635,89.55
640,89.51
645,89.21
650,89.65
655,90.03625
700,85.3075
705,83.53625
710,82.1425
715,82.26375
720,79.92375
725,78.94125
730,78.96
735,76.3
740,73.96625
745,73.54375
750,74.3825
755,74.6875
800,74.1025
805,71.3025
810,70.03125
815,69.01125
820,70.2075
825,70.47875
830,71.16
835,71.61
840,72.53625
845,73.59
850,74.76875
855,74.10875
900,74.9925
905,75.495
910,73.4075
915,73.02375
920,73.5675
925,73.36375
930,75.18875
935,76.95375
940,80.66625
945,82.30375
950,83.395
955,84.44625
1000,80.35625
1005,84.40625
1010,82.5
1015,81.29375
1020,82.75
1025,83.30625
1030,82.62875
1035,83.06875
1040,83.105
1045,82.14625
1050,81.6875
1055,80.975
1100,81.33875
1105,79.87875
1110,81.24125
1115,82.7125
1120,83.05
1125,83.96875
1130,84.40625
1135,83.19375
1140,82.28125
1145,82.88
1150,82.46
1155,82.35125
1200,83.5175
1205,82.945
1210,82.65375
1215,82.8
1220,83.48
1225,80.47375
1230,81.4275
1235,82.75375
1240,83.205
1245,82.6775
1250,81.53375
1255,80.4575
1300,78.505
1305,79.42875
1310,78.71875
1315,76.41125
1320,74.345
1325,74.72875
1330,75.8275
1335,74.77625
1340,74.84875
1345,76.09875
1350,76.2675
1355,77.88875
1400,78.755
1405,78.84375
1410,76.675
1415,76.72625
1420,76.1175
1425,76.42625
1430,77.51875
1435,79.77875
1440,78.0225
1445,75.6875
1450,78.5775
1455,78.4475
1500,79.095
1505,77.94875
1510,76.85125
1515,76.92375
1520,74.415
1525,74.94875
1530,76.33375
1535,78.85625
1540,77.49375
1545,76.575
1550,76.79
1555,78.44375
1600,77.01375
1605,77.365
1610,76.7975
1615,76.71625
1620,76.24
1625,74.52
1630,74.03375
1635,74.265
1640,71.5175
1645,71.5925
1650,69.64875
1655,70.78125
1700,73.7825
1705,71.54375
1710,70.1225
1715,71.4
1720,72.34875
1725,71.345
1730,72.45
1735,70.81625
1740,68.8875
1745,65.19
1750,64.6275
1755,62.71625
1800,64.2325
1805,64.30375
1810,65.32875
1815,66.45
1820,71.26375
1825,71.94375
1830,72.83125
1835,74.99375
1840,76
1845,81.51375
1850,82.53625
1855,82.98625
1900,75.58625
1905,82.66
1910,83.73
1915,84.74
1920,85.30125
1925,86.7825
1930,87.995
1935,87.81875
1940,86.97125
1945,86.445
1950,86.32125
1955,84.7325
2000,85.45375
2005,82.15625
2010,83.3275
2015,83.92375
2020,84.08875
2025,84.32
2030,83.655
2035,84.13125
2040,82.64375
2045,84.60875
2050,84.67
2055,83.38375
2100,84.9775
2105,89.4075
2110,90.7725
2115,92.21
2120,90.08125
2125,90.48
2130,91.22375
2135,92.175
2140,92.615
2145,92.91
2150,93.6525
2155,93.60875
2200,93.77875
2205,94.74375
2210,94.56
2215,93.64375
2220,93.415
2225,94.72625
2230,95.18
2235,95.06375
2240,96.41875
2245,96.635
2250,96.90625
2255,96.0175
2300,95.665
2305,97.18125
2310,97.6075
2315,98.1725
2320,98.13375
2325,98.46375
2330,100.3225
2335,100.5625
2340,100.76625
2345,100.51875
2350,101.30875
2355,101.15125
