20190724|0000|0010CZE450|1|213|
20190724|0005|0010CZE450|1|211|
20190724|0010|0010CZE450|1|195|
20190724|0015|0010CZE450|1|188|
20190724|0020|0010CZE450|1|179|
20190724|0025|0010CZE450|1|171|
20190724|0030|0010CZE450|1|160|
20190724|0035|0010CZE450|1|147|
20190724|0040|0010CZE450|1|139|
20190724|0045|0010CZE450|1|138|
20190724|0050|0010CZE450|1|167|
20190724|0055|0010CZE450|1|130|
20190724|0100|0010CZE450|1|151|
20190724|0105|0010CZE450|1|147|
20190724|0110|0010CZE450|1|151|
20190724|0115|0010CZE450|1|126|
20190724|0120|0010CZE450|1|128|
20190724|0125|0010CZE450|1|108|
20190724|0130|0010CZE450|1|118|
20190724|0135|0010CZE450|1|113|
20190724|0140|0010CZE450|1|106|
20190724|0145|0010CZE450|1|106|
20190724|0150|0010CZE450|1|113|
20190724|0155|0010CZE450|1|98|
20190724|0200|0010CZE450|1|118|
20190724|0205|0010CZE450|1|102|
20190724|0210|0010CZE450|1|104|
20190724|0215|0010CZE450|1|86|
20190724|0220|0010CZE450|1|84|
20190724|0225|0010CZE450|1|72|
20190724|0230|0010CZE450|1|77|
20190724|0235|0010CZE450|1|93|
20190724|0240|0010CZE450|1|73|
20190724|0245|0010CZE450|1|88|
20190724|0250|0010CZE450|1|77|
20190724|0255|0010CZE450|1|85|
20190724|0300|0010CZE450|1|80|
20190724|0305|0010CZE450|1|78|
20190724|0310|0010CZE450|1|90|
20190724|0315|0010CZE450|1|89|
20190724|0320|0010CZE450|1|112|
20190724|0325|0010CZE450|1|85|
20190724|0330|0010CZE450|1|99|
20190724|0335|0010CZE450|1|106|
20190724|0340|0010CZE450|1|76|
20190724|0345|0010CZE450|1|88|
20190724|0350|0010CZE450|1|94|
20190724|0355|0010CZE450|1|106|
20190724|0400|0010CZE450|1|87|
20190724|0405|0010CZE450|1|106|
20190724|0410|0010CZE450|1|99|
20190724|0415|0010CZE450|1|104|
20190724|0420|0010CZE450|1|109|
20190724|0425|0010CZE450|1|107|
20190724|0430|0010CZE450|1|107|
20190724|0435|0010CZE450|1|124|
20190724|0440|0010CZE450|1|124|
20190724|0445|0010CZE450|1|151|
20190724|0450|0010CZE450|1|128|
20190724|0455|0010CZE450|1|130|
20190724|0500|0010CZE450|1|146|
20190724|0505|0010CZE450|1|158|
20190724|0510|0010CZE450|1|169|
20190724|0515|0010CZE450|1|228|
20190724|0520|0010CZE450|1|239|
20190724|0525|0010CZE450|1|267|
20190724|0530|0010CZE450|1|279|
20190724|0535|0010CZE450|1|305|
20190724|0540|0010CZE450|1|341|
20190724|0545|0010CZE450|1|357|
20190724|0550|0010CZE450|1|408|
20190724|0555|0010CZE450|1|389|
20190724|0600|0010CZE450|1|359|
20190724|0605|0010CZE450|1|370|
20190724|0610|0010CZE450|1|374|
20190724|0615|0010CZE450|1|446|
20190724|0620|0010CZE450|1|451|
20190724|0625|0010CZE450|1|484|
20190724|0630|0010CZE450|1|481|
20190724|0635|0010CZE450|1|490|
20190724|0640|0010CZE450|1|484|
20190724|0645|0010CZE450|1|519|
20190724|0650|0010CZE450|1|510|
20190724|0655|0010CZE450|1|530|
20190724|0700|0010CZE450|1|407|
20190724|0705|0010CZE450|1|419|
20190724|0710|0010CZE450|1|415|
20190724|0715|0010CZE450|1|445|
20190724|0720|0010CZE450|1|464|
20190724|0725|0010CZE450|1|446|
20190724|0730|0010CZE450|1|446|
20190724|0735|0010CZE450|1|443|
20190724|0740|0010CZE450|1|428|
20190724|0745|0010CZE450|1|452|
20190724|0750|0010CZE450|1|463|
20190724|0755|0010CZE450|1|458|
20190724|0800|0010CZE450|1|463|
20190724|0805|0010CZE450|1|447|
20190724|0810|0010CZE450|1|444|
20190724|0815|0010CZE450|1|423|
20190724|0820|0010CZE450|1|445|
20190724|0825|0010CZE450|1|450|
20190724|0830|0010CZE450|1|435|
20190724|0835|0010CZE450|1|431|
20190724|0840|0010CZE450|1|437|
20190724|0845|0010CZE450|1|404|
20190724|0850|0010CZE450|1|384|
20190724|0855|0010CZE450|1|413|
20190724|0900|0010CZE450|1|421|
20190724|0905|0010CZE450|1|432|
20190724|0910|0010CZE450|1|442|
20190724|0915|0010CZE450|1|429|
20190724|0920|0010CZE450|1|423|
20190724|0925|0010CZE450|1|405|
20190724|0930|0010CZE450|1|428|
20190724|0935|0010CZE450|1|442|
20190724|0940|0010CZE450|1|441|
20190724|0945|0010CZE450|1|425|
20190724|0950|0010CZE450|1|441|
20190724|0955|0010CZE450|1|430|
20190724|1000|0010CZE450|1|434|
20190724|1005|0010CZE450|1|434|
20190724|1010|0010CZE450|1|423|
20190724|1015|0010CZE450|1|432|
20190724|1020|0010CZE450|1|429|
20190724|1025|0010CZE450|1|426|
20190724|1030|0010CZE450|1|446|
20190724|1035|0010CZE450|1|437|
