20190706|0000|0010CZE460|1|100.62|
20190706|0005|0010CZE460|1|100.06|
20190706|0010|0010CZE460|1|99.71|
20190706|0015|0010CZE460|1|99.95|
20190706|0020|0010CZE460|1|103.07|
20190706|0025|0010CZE460|1|107.68|
20190706|0030|0010CZE460|1|105.80|
20190706|0035|0010CZE460|1|102.59|
20190706|0040|0010CZE460|1|103.37|
20190706|0045|0010CZE460|1|104.26|
20190706|0050|0010CZE460|1|103.19|
20190706|0055|0010CZE460|1|103.49|
20190706|0100|0010CZE460|1|105.09|
20190706|0105|0010CZE460|1|107.28|
20190706|0110|0010CZE460|1|107.95|
20190706|0115|0010CZE460|1|106.95|
20190706|0120|0010CZE460|1|106.24|
20190706|0125|0010CZE460|1|102.46|
20190706|0130|0010CZE460|1|103.61|
20190706|0135|0010CZE460|1|104.99|
20190706|0140|0010CZE460|1|104.55|
20190706|0145|0010CZE460|1|101.99|
20190706|0150|0010CZE460|1|101.00|
20190706|0155|0010CZE460|1|103.52|
20190706|0200|0010CZE460|1|105.12|
20190706|0205|0010CZE460|1|102.49|
20190706|0210|0010CZE460|1|102.74|
20190706|0215|0010CZE460|1|102.81|
20190706|0220|0010CZE460|1|105.52|
20190706|0225|0010CZE460|1|104.23|
20190706|0230|0010CZE460|1|102.87|
20190706|0235|0010CZE460|1|106.31|
20190706|0240|0010CZE460|1|106.49|
20190706|0245|0010CZE460|1|104.43|
20190706|0250|0010CZE460|1|104.40|
20190706|0255|0010CZE460|1|104.72|
20190706|0300|0010CZE460|1|102.95|
20190706|0305|0010CZE460|1|104.14|
20190706|0310|0010CZE460|1|100.27|
20190706|0315|0010CZE460|1|104.02|
20190706|0320|0010CZE460|1|101.52|
20190706|0325|0010CZE460|1|103.13|
20190706|0330|0010CZE460|1|104.21|
20190706|0335|0010CZE460|1|105.76|
20190706|0340|0010CZE460|1|102.70|
20190706|0345|0010CZE460|1|103.44|
20190706|0350|0010CZE460|1|100.79|
20190706|0355|0010CZE460|1|99.95|
20190706|0400|0010CZE460|1|99.28|
20190706|0405|0010CZE460|1|100.75|
20190706|0410|0010CZE460|1|98.06|
20190706|0415|0010CZE460|1|98.04|
20190706|0420|0010CZE460|1|96.43|
20190706|0425|0010CZE460|1|98.83|
20190706|0430|0010CZE460|1|102.46|
20190706|0435|0010CZE460|1|99.37|
20190706|0440|0010CZE460|1|97.85|
20190706|0445|0010CZE460|1|99.90|
20190706|0450|0010CZE460|1|98.63|
20190706|0455|0010CZE460|1|99.09|
20190706|0500|0010CZE460|1|98.77|
20190706|0505|0010CZE460|1|95.65|
20190706|0510|0010CZE460|1|100.10|
20190706|0515|0010CZE460|1|99.54|
20190706|0520|0010CZE460|1|100.16|
20190706|0525|0010CZE460|1|101.35|
20190706|0530|0010CZE460|1|99.75|
20190706|0535|0010CZE460|1|99.14|
20190706|0540|0010CZE460|1|96.55|
20190706|0545|0010CZE460|1|99.27|
20190706|0550|0010CZE460|1|101.20|
20190706|0555|0010CZE460|1|99.94|
20190706|0600|0010CZE460|1|98.39|
20190706|0605|0010CZE460|1|98.51|
20190706|0610|0010CZE460|1|99.66|
20190706|0615|0010CZE460|1|100.09|
20190706|0620|0010CZE460|1|100.77|
