,time,rainfall
1290,2019-06-28 21:36,0
1295,2019-06-28 21:41,0
1300,2019-06-28 21:46,0
1305,2019-06-28 21:51,0
1310,2019-06-28 21:56,0
1315,2019-06-28 22:01,0
1320,2019-06-28 22:06,0
1325,2019-06-28 22:11,0
1330,2019-06-28 22:16,0
1335,2019-06-28 22:21,0
1340,2019-06-28 22:26,0
1345,2019-06-28 22:31,0
1350,2019-06-28 22:36,0
1355,2019-06-28 22:41,0
1360,2019-06-28 22:46,0
1365,2019-06-28 22:51,0
1370,2019-06-28 22:56,0
1375,2019-06-28 23:01,0
1380,2019-06-28 23:06,0
1385,2019-06-28 23:11,0
1390,2019-06-28 23:16,0
1395,2019-06-28 23:21,0
1400,2019-06-28 23:26,0
1405,2019-06-28 23:31,0
1410,2019-06-28 23:36,0
1415,2019-06-28 23:41,0
1420,2019-06-28 23:46,0
1425,2019-06-28 23:51,0
1430,2019-06-28 23:56,0
