,time,rainfall
0,일시,1분 강수량(mm)
5,2019-06-28 00:05,0
10,2019-06-28 00:10,0
15,2019-06-28 00:15,0
20,2019-06-28 00:20,0
25,2019-06-28 00:25,0
30,2019-06-28 00:30,0
35,2019-06-28 00:35,0
40,2019-06-28 00:40,0
45,2019-06-28 00:45,0
50,2019-06-28 00:50,0
55,2019-06-28 00:55,0
60,2019-06-28 01:00,0
65,2019-06-28 01:05,0
70,2019-06-28 01:10,0
75,2019-06-28 01:15,0
80,2019-06-28 01:20,0
85,2019-06-28 01:25,0
90,2019-06-28 01:30,0
95,2019-06-28 01:35,0
100,2019-06-28 01:42,0
105,2019-06-28 01:47,0
110,2019-06-28 01:52,0
115,2019-06-28 01:57,0
120,2019-06-28 02:02,0
125,2019-06-28 02:07,0
130,2019-06-28 02:12,0
135,2019-06-28 02:17,0
140,2019-06-28 02:22,0
145,2019-06-28 02:27,0
150,2019-06-28 02:32,0
155,2019-06-28 02:37,0
160,2019-06-28 02:42,0
165,2019-06-28 02:47,0
170,2019-06-28 02:52,0
175,2019-06-28 02:57,0
180,2019-06-28 03:02,0
185,2019-06-28 03:07,0
190,2019-06-28 03:12,0
195,2019-06-28 03:17,0
200,2019-06-28 03:22,0
205,2019-06-28 03:27,0
210,2019-06-28 03:32,0
215,2019-06-28 03:37,0
220,2019-06-28 03:42,0
225,2019-06-28 03:47,0
230,2019-06-28 03:52,0
235,2019-06-28 03:57,0
240,2019-06-28 04:02,0
245,2019-06-28 04:07,0
250,2019-06-28 04:12,0
255,2019-06-28 04:17,0
260,2019-06-28 04:22,0
265,2019-06-28 04:27,0
270,2019-06-28 04:32,0
275,2019-06-28 04:37,0
280,2019-06-28 04:42,0
285,2019-06-28 04:47,0
290,2019-06-28 04:52,0
295,2019-06-28 04:57,0
300,2019-06-28 05:02,0
305,2019-06-28 05:07,0
310,2019-06-28 05:12,0
315,2019-06-28 05:17,0
320,2019-06-28 05:22,0
325,2019-06-28 05:27,0
330,2019-06-28 05:32,0
335,2019-06-28 05:37,0
340,2019-06-28 05:42,0
345,2019-06-28 05:47,0
350,2019-06-28 05:52,0
355,2019-06-28 05:57,0
360,2019-06-28 06:02,0
365,2019-06-28 06:07,0
370,2019-06-28 06:14,0
375,2019-06-28 06:19,0
380,2019-06-28 06:24,0
385,2019-06-28 06:29,0
390,2019-06-28 06:34,0
395,2019-06-28 06:39,0
400,2019-06-28 06:44,0
405,2019-06-28 06:49,0
410,2019-06-28 06:54,0
415,2019-06-28 06:59,0
420,2019-06-28 07:04,0
425,2019-06-28 07:09,0
430,2019-06-28 07:14,0
435,2019-06-28 07:19,0
440,2019-06-28 07:24,0
445,2019-06-28 07:29,0
450,2019-06-28 07:34,0
455,2019-06-28 07:39,0
460,2019-06-28 07:44,0
465,2019-06-28 07:49,0
470,2019-06-28 07:54,0
475,2019-06-28 07:59,0
480,2019-06-28 08:04,0
485,2019-06-28 08:09,0
490,2019-06-28 08:14,0
495,2019-06-28 08:19,0
500,2019-06-28 08:24,0
505,2019-06-28 08:29,0
510,2019-06-28 08:34,0
515,2019-06-28 08:39,0
520,2019-06-28 08:44,0
525,2019-06-28 08:49,0
530,2019-06-28 08:54,0
535,2019-06-28 08:59,0
540,2019-06-28 09:04,0
545,2019-06-28 09:09,0
550,2019-06-28 09:14,0
555,2019-06-28 09:21,0
560,2019-06-28 09:26,0
565,2019-06-28 09:31,0
570,2019-06-28 09:36,0
575,2019-06-28 09:41,0
580,2019-06-28 09:46,0
585,2019-06-28 09:51,0
590,2019-06-28 09:56,0
595,2019-06-28 10:01,0
600,2019-06-28 10:06,0
605,2019-06-28 10:11,0
610,2019-06-28 10:16,0
615,2019-06-28 10:21,0
620,2019-06-28 10:26,0
625,2019-06-28 10:31,0
630,2019-06-28 10:36,0
635,2019-06-28 10:41,0
640,2019-06-28 10:46,0
645,2019-06-28 10:51,0
650,2019-06-28 10:56,0
655,2019-06-28 11:01,0
660,2019-06-28 11:06,0
665,2019-06-28 11:11,0
670,2019-06-28 11:16,0
675,2019-06-28 11:21,0
680,2019-06-28 11:26,0
685,2019-06-28 11:31,0
690,2019-06-28 11:36,0
695,2019-06-28 11:41,0
700,2019-06-28 11:46,0
705,2019-06-28 11:51,0
710,2019-06-28 11:56,0
715,2019-06-28 12:01,0
720,2019-06-28 12:06,0
725,2019-06-28 12:11,0
730,2019-06-28 12:16,0
735,2019-06-28 12:21,0
740,2019-06-28 12:26,0
745,2019-06-28 12:31,0
750,2019-06-28 12:36,0
755,2019-06-28 12:41,0
760,2019-06-28 12:46,0
765,2019-06-28 12:51,0
770,2019-06-28 12:56,0
775,2019-06-28 13:01,0
780,2019-06-28 13:06,0
785,2019-06-28 13:11,0
790,2019-06-28 13:16,0
795,2019-06-28 13:21,0
800,2019-06-28 13:26,0
805,2019-06-28 13:31,0
810,2019-06-28 13:36,0
815,2019-06-28 13:41,0
820,2019-06-28 13:46,0
825,2019-06-28 13:51,0
830,2019-06-28 13:56,0
835,2019-06-28 14:01,0
840,2019-06-28 14:06,0
845,2019-06-28 14:11,0
850,2019-06-28 14:16,0
855,2019-06-28 14:21,0
860,2019-06-28 14:26,0
865,2019-06-28 14:31,0
870,2019-06-28 14:36,0
875,2019-06-28 14:41,0
880,2019-06-28 14:46,0
885,2019-06-28 14:51,0
890,2019-06-28 14:56,0
895,2019-06-28 15:01,0
900,2019-06-28 15:06,0
905,2019-06-28 15:11,0
910,2019-06-28 15:16,0
915,2019-06-28 15:21,0
920,2019-06-28 15:26,0
925,2019-06-28 15:31,0
930,2019-06-28 15:36,0
935,2019-06-28 15:41,0
940,2019-06-28 15:46,0
945,2019-06-28 15:51,0
950,2019-06-28 15:56,0
955,2019-06-28 16:01,0
960,2019-06-28 16:06,0
965,2019-06-28 16:11,0
970,2019-06-28 16:16,0
975,2019-06-28 16:21,0
980,2019-06-28 16:26,0
985,2019-06-28 16:31,0
990,2019-06-28 16:36,0
995,2019-06-28 16:41,0
1000,2019-06-28 16:46,0
1005,2019-06-28 16:51,0
1010,2019-06-28 16:56,0
1015,2019-06-28 17:01,0
1020,2019-06-28 17:06,0
1025,2019-06-28 17:11,0
1030,2019-06-28 17:16,0
1035,2019-06-28 17:21,0
1040,2019-06-28 17:26,0
1045,2019-06-28 17:31,0
1050,2019-06-28 17:36,0
1055,2019-06-28 17:41,0
1060,2019-06-28 17:46,0
1065,2019-06-28 17:51,0
1070,2019-06-28 17:56,0
1075,2019-06-28 18:01,0
1080,2019-06-28 18:06,0
1085,2019-06-28 18:11,0
1090,2019-06-28 18:16,0
1095,2019-06-28 18:21,0
1100,2019-06-28 18:26,0
1105,2019-06-28 18:31,0
1110,2019-06-28 18:36,0
1115,2019-06-28 18:41,0
1120,2019-06-28 18:46,0
1125,2019-06-28 18:51,0
1130,2019-06-28 18:56,0
1135,2019-06-28 19:01,0
1140,2019-06-28 19:06,0
1145,2019-06-28 19:11,0
1150,2019-06-28 19:16,0
1155,2019-06-28 19:21,0
1160,2019-06-28 19:26,0
1165,2019-06-28 19:31,0
1170,2019-06-28 19:36,0
1175,2019-06-28 19:41,0
1180,2019-06-28 19:46,0
1185,2019-06-28 19:51,0
1190,2019-06-28 19:56,0
1195,2019-06-28 20:01,0
1200,2019-06-28 20:06,0
1205,2019-06-28 20:11,0
1210,2019-06-28 20:16,0
1215,2019-06-28 20:21,0
1220,2019-06-28 20:26,0
1225,2019-06-28 20:31,0
1230,2019-06-28 20:36,0
1235,2019-06-28 20:41,0
1240,2019-06-28 20:46,0
1245,2019-06-28 20:51,0
1250,2019-06-28 20:56,0
1255,2019-06-28 21:01,0
1260,2019-06-28 21:06,0
1265,2019-06-28 21:11,0
1270,2019-06-28 21:16,0
1275,2019-06-28 21:21,0
1280,2019-06-28 21:26,0
1285,2019-06-28 21:31,0
