,time,rainfall
0,일시,1분 강수량(mm)
995,2019-07-23 16:39,0
1000,2019-07-23 16:44,0
1005,2019-07-23 16:49,0
1010,2019-07-23 16:54,0
1015,2019-07-23 16:59,0
1020,2019-07-23 17:04,0
1025,2019-07-23 17:09,0
1030,2019-07-23 17:14,0
1035,2019-07-23 17:19,0
1040,2019-07-23 17:24,0
1045,2019-07-23 17:29,0
1050,2019-07-23 17:34,0
1055,2019-07-23 17:39,0
1060,2019-07-23 17:44,0
1065,2019-07-23 17:49,0
1070,2019-07-23 17:54,0
1075,2019-07-23 17:59,0
1080,2019-07-23 18:04,0
1085,2019-07-23 18:09,0
1090,2019-07-23 18:14,0
1095,2019-07-23 18:19,0
1100,2019-07-23 18:24,0
1105,2019-07-23 18:29,0
1110,2019-07-23 18:34,0
1115,2019-07-23 18:39,0
1120,2019-07-23 18:44,0
1125,2019-07-23 18:49,0
1130,2019-07-23 18:54,0
1135,2019-07-23 18:59,0
1140,2019-07-23 19:04,0
1145,2019-07-23 19:09,0
1150,2019-07-23 19:14,0
1155,2019-07-23 19:19,0
1160,2019-07-23 19:24,0
1165,2019-07-23 19:29,0
1170,2019-07-23 19:34,0
1175,2019-07-23 19:39,0
1180,2019-07-23 19:44,0
1185,2019-07-23 19:49,0
1190,2019-07-23 19:54,0
1195,2019-07-23 19:59,0
1200,2019-07-23 20:04,0
1205,2019-07-23 20:09,0
1210,2019-07-23 20:14,0
1215,2019-07-23 20:19,0
1220,2019-07-23 20:24,0
1225,2019-07-23 20:29,0
1230,2019-07-23 20:34,0
1235,2019-07-23 20:39,0
1240,2019-07-23 20:44,0
1245,2019-07-23 20:49,0
1250,2019-07-23 20:54,0
1255,2019-07-23 20:59,0
1260,2019-07-23 21:04,0
1265,2019-07-23 21:09,0
1270,2019-07-23 21:14,0
1275,2019-07-23 21:19,0
1280,2019-07-23 21:24,0
1285,2019-07-23 21:29,0
1290,2019-07-23 21:34,0
1295,2019-07-23 21:39,0
1300,2019-07-23 21:44,0
1305,2019-07-23 21:49,0
1310,2019-07-23 21:54,0
1315,2019-07-23 21:59,0
1320,2019-07-23 22:04,0
1325,2019-07-23 22:09,0
1330,2019-07-23 22:14,0
1335,2019-07-23 22:19,0
1340,2019-07-23 22:24,0
1345,2019-07-23 22:29,0
1350,2019-07-23 22:34,0
1355,2019-07-23 22:39,0
1360,2019-07-23 22:44,0
1365,2019-07-23 22:49,0
1370,2019-07-23 22:54,0
1375,2019-07-23 22:59,0
1380,2019-07-23 23:04,0
1385,2019-07-23 23:09,0
1390,2019-07-23 23:14,0
1395,2019-07-23 23:19,0
1400,2019-07-23 23:24,0
1405,2019-07-23 23:29,0
1410,2019-07-23 23:34,0
1415,2019-07-23 23:39,0
1420,2019-07-23 23:44,0
1425,2019-07-23 23:49,0
1430,2019-07-23 23:54,0
1435,2019-07-23 23:59,0
