,time,rainfall
385,2019-07-12 06:25,0
390,2019-07-12 06:30,0
395,2019-07-12 06:35,0
400,2019-07-12 06:40,0
405,2019-07-12 06:45,0
410,2019-07-12 06:50,0
415,2019-07-12 06:55,0
420,2019-07-12 07:00,0
425,2019-07-12 07:05,0
430,2019-07-12 07:10,0
435,2019-07-12 07:15,0
440,2019-07-12 07:20,0
445,2019-07-12 07:25,0
450,2019-07-12 07:30,0
455,2019-07-12 07:35,0
460,2019-07-12 07:40,0
465,2019-07-12 07:45,0
470,2019-07-12 07:50,0
475,2019-07-12 07:55,0
480,2019-07-12 08:00,0
485,2019-07-12 08:05,0
490,2019-07-12 08:10,0
495,2019-07-12 08:15,0
500,2019-07-12 08:20,0
505,2019-07-12 08:25,0
510,2019-07-12 08:30,0
515,2019-07-12 08:35,0
520,2019-07-12 08:40,0
525,2019-07-12 08:45,0
530,2019-07-12 08:50,0
535,2019-07-12 08:55,0
540,2019-07-12 09:00,0
545,2019-07-12 09:05,0
550,2019-07-12 09:10,0
555,2019-07-12 09:15,0
560,2019-07-12 09:20,0
565,2019-07-12 09:25,0
570,2019-07-12 09:30,0
575,2019-07-12 09:35,0
580,2019-07-12 09:40,0
585,2019-07-12 09:45,0
590,2019-07-12 09:50,0
595,2019-07-12 09:55,0
600,2019-07-12 10:00,0
605,2019-07-12 10:05,0
610,2019-07-12 10:10,0
615,2019-07-12 10:15,0
620,2019-07-12 10:20,0
625,2019-07-12 10:25,0
630,2019-07-12 10:30,0
635,2019-07-12 10:35,0
640,2019-07-12 10:40,0
645,2019-07-12 10:45,0
650,2019-07-12 10:50,0
655,2019-07-12 10:55,0
660,2019-07-12 11:00,0
665,2019-07-12 11:05,0
670,2019-07-12 11:10,0
675,2019-07-12 11:15,0
680,2019-07-12 11:20,0
685,2019-07-12 11:25,0
690,2019-07-12 11:30,0
695,2019-07-12 11:35,0
700,2019-07-12 11:40,0
705,2019-07-12 11:45,0
710,2019-07-12 11:50,0
715,2019-07-12 11:55,0
720,2019-07-12 12:00,0
725,2019-07-12 12:05,0
730,2019-07-12 12:10,0
735,2019-07-12 12:15,0
740,2019-07-12 12:20,0
745,2019-07-12 12:25,0
750,2019-07-12 12:30,0
755,2019-07-12 12:35,0
760,2019-07-12 12:40,0
765,2019-07-12 12:45,0
770,2019-07-12 12:50,0
775,2019-07-12 12:55,0
780,2019-07-12 13:00,0
785,2019-07-12 13:05,0
790,2019-07-12 13:10,0
795,2019-07-12 13:15,0
800,2019-07-12 13:20,0
805,2019-07-12 13:25,0
810,2019-07-12 13:30,0
815,2019-07-12 13:35,0
820,2019-07-12 13:40,0
825,2019-07-12 13:45,0
830,2019-07-12 13:50,0
835,2019-07-12 13:55,0
840,2019-07-12 14:00,0
845,2019-07-12 14:05,0
850,2019-07-12 14:10,0
855,2019-07-12 14:15,0
860,2019-07-12 14:20,0
865,2019-07-12 14:25,0
870,2019-07-12 14:30,0
875,2019-07-12 14:35,0
880,2019-07-12 14:40,0
885,2019-07-12 14:45,0
890,2019-07-12 14:50,0
895,2019-07-12 14:55,0
900,2019-07-12 15:00,0
905,2019-07-12 15:05,0
910,2019-07-12 15:10,0
915,2019-07-12 15:15,0
920,2019-07-12 15:20,0
925,2019-07-12 15:25,0
930,2019-07-12 15:30,0
935,2019-07-12 15:35,0
940,2019-07-12 15:40,0
945,2019-07-12 15:45,0
950,2019-07-12 15:52,0
955,2019-07-12 15:57,0
960,2019-07-12 16:02,0
965,2019-07-12 16:07,0
970,2019-07-12 16:12,0
975,2019-07-12 16:17,0
980,2019-07-12 16:22,0
985,2019-07-12 16:27,0
990,2019-07-12 16:32,0
995,2019-07-12 16:37,0
1000,2019-07-12 16:42,0
1005,2019-07-12 16:47,0
1010,2019-07-12 16:52,0
1015,2019-07-12 16:57,0
1020,2019-07-12 17:02,0
1025,2019-07-12 17:07,0
1030,2019-07-12 17:12,0
1035,2019-07-12 17:17,0
1040,2019-07-12 17:22,0
1045,2019-07-12 17:27,0
1050,2019-07-12 17:32,0
1055,2019-07-12 17:37,0
1060,2019-07-12 17:42,0
1065,2019-07-12 17:47,0
1070,2019-07-12 17:52,0
1075,2019-07-12 17:57,0
1080,2019-07-12 18:02,0
1085,2019-07-12 18:07,0
1090,2019-07-12 18:12,0
1095,2019-07-12 18:17,0
1100,2019-07-12 18:22,0
1105,2019-07-12 18:27,0
1110,2019-07-12 18:32,0
1115,2019-07-12 18:37,0
1120,2019-07-12 18:42,0
1125,2019-07-12 18:47,0
1130,2019-07-12 18:52,0
1135,2019-07-12 18:57,0
1140,2019-07-12 19:02,0
1145,2019-07-12 19:07,0
1150,2019-07-12 19:12,0
1155,2019-07-12 19:17,0
1160,2019-07-12 19:22,0
1165,2019-07-12 19:27,0
1170,2019-07-12 19:32,0
1175,2019-07-12 19:37,0
1180,2019-07-12 19:42,0
1185,2019-07-12 19:47,0
1190,2019-07-12 19:52,0
1195,2019-07-12 19:57,0
1200,2019-07-12 20:02,0
1205,2019-07-12 20:07,0
1210,2019-07-12 20:12,0
1215,2019-07-12 20:17,0
1220,2019-07-12 20:22,0
1225,2019-07-12 20:27,0
1230,2019-07-12 20:32,0
1235,2019-07-12 20:37,0
1240,2019-07-12 20:42,0
1245,2019-07-12 20:47,0
1250,2019-07-12 20:52,0
1255,2019-07-12 20:57,0
1260,2019-07-12 21:02,0
1265,2019-07-12 21:07,0
1270,2019-07-12 21:12,0
1275,2019-07-12 21:17,0
1280,2019-07-12 21:22,0
1285,2019-07-12 21:27,0
1290,2019-07-12 21:32,0
1295,2019-07-12 21:37,0
1300,2019-07-12 21:42,0
1305,2019-07-12 21:47,0
1310,2019-07-12 21:52,0
1315,2019-07-12 21:57,0
1320,2019-07-12 22:02,0
1325,2019-07-12 22:07,0
1330,2019-07-12 22:12,0
1335,2019-07-12 22:17,0
1340,2019-07-12 22:22,0
1345,2019-07-12 22:27,0
1350,2019-07-12 22:32,0
1355,2019-07-12 22:37,0
1360,2019-07-12 22:42,0
1365,2019-07-12 22:47,0
1370,2019-07-12 22:52,0
1375,2019-07-12 22:57,0
1380,2019-07-12 23:02,0
1385,2019-07-12 23:07,0
1390,2019-07-12 23:12,0
1395,2019-07-12 23:17,0
1400,2019-07-12 23:22,0
1405,2019-07-12 23:27,0
1410,2019-07-12 23:32,0
1415,2019-07-12 23:37,0
1420,2019-07-12 23:42,0
1425,2019-07-12 23:47,0
1430,2019-07-12 23:52,0
1435,2019-07-12 23:57,0
